recno,Name,RAJ2000,DEJ2000,LengthMpc,e_LengthMpc,LengthAng,z,e_z,Ref,FistDisc
10511,,40.275764,8.737979,0.871,0.008,32.7,0.02121,0.00017,Oei et al. 2023,Oei et al. 2023
10358,,38.802856,10.19633,1.014,0.607,15.6,0.05384,0.0,Oei et al. 2023,Oei et al. 2023
10283,,48.697044,15.149883,1.067,0.505,12.7,0.07104,0.0,Oei et al. 2023,Oei et al. 2023
10938,,42.945,15.83694,0.918,0.0,2.46,0.489,0.0,Mahato et al. 2021,Mahato et al. 2021
10055,,43.804028,17.514114,1.295,0.441,11.6,0.09725,0.0,Oei et al. 2023,Oei et al. 2023
9618,,60.128278,13.156841,1.815,0.075,4.7,0.5222,0.0257,Oei et al. 2023,Oei et al. 2023
10518,,59.031086,13.819252,0.863,0.149,4.6,0.17945,0.0,Oei et al. 2023,Oei et al. 2023
10414,,48.748005,16.180998,0.957,0.216,6.2,0.14153,0.0,Oei et al. 2023,Oei et al. 2023
11486,,50.35795833333,18.10273333333,0.873,0.0,11.85,0.06155,0.0,Dabhade et al. 2020,Dabhade et al. 2020
8667,ILTJ020756.11+165745.1,31.9861233,16.96429532073,0.90418,0.13493,1.9854,0.761,0.108,ML (this work),ML (this work)
9827,,32.54401323171,17.64439743118,1.516,0.128,4.3,0.44169,0.05853,Oei et al. 2023,Oei et al. 2023
33,ILTJ021010.37+173903.0,32.538493,17.65645858081,1.89475,0.29462,3.9597,0.886,0.2,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8245,ILTJ021320.12+172333.1,33.3343829,17.39246860349,1.25927,0.15078,2.7174,0.8,0.045,ML (this work),ML (this work)
9662,,40.5115004251,16.11821193104,1.736,0.091,6.2,0.30659,0.02076,Oei et al. 2023,Oei et al. 2023
10101,,41.28541529943,18.70481428751,1.248,0.134,6.4,0.18835,0.02467,Oei et al. 2023,Oei et al. 2023
9874,,37.090862,17.773199,1.47,0.22,7.2,0.1996,0.0,Oei et al. 2023,Oei et al. 2023
7511,ILTJ015931.90+165600.8,29.8855077,16.93227578544,0.78549,0.06308,1.5058,1.585,0.503,ML (this work),ML (this work)
2095,ILTJ015936.00+170605.0,29.9000309,17.10246332938,0.71235,0.08877,1.477,0.911,0.082,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7378,ILTJ015542.81+165712.4,28.9283424,16.95563327161,0.72138,0.09742,1.6111,0.727,0.066,ML (this work),ML (this work)
1579,ILTJ014907.39+171812.5,27.2781599,17.30234273376,0.90034,0.09242,1.7393,1.339,0.505,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
3243,ILTJ015139.85+175629.5,27.91638428747,17.94133434196,1.51706,0.1967,3.2978,0.783,0.066,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
486,ILTJ015420.14+174841.6,28.5845552,17.81191497166,0.87157,0.10888,1.9138,0.761,0.051,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9359,,28.540139,17.933124,2.616,0.172,9.5,0.2992,0.0272,Oei et al. 2023,Oei et al. 2023
6184,ILTJ015133.37+182321.1,27.883732,18.38777825223,1.07106,0.13008,2.0939,1.206,0.332,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6473,ILTJ015056.56+184315.2,27.73387271396,18.7241144742,0.9056,0.17492,2.6891,0.409,0.062,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9531,,27.61961,18.812036,1.992,0.065,4.6,0.66812,0.0002,Oei et al. 2023,Oei et al. 2023
1803,ILTJ015314.39+190732.1,28.313881,19.12872391198,1.48845,0.22144,2.9885,1.038,0.394,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9906,,31.651021,17.925405,1.446,0.185,4.4,0.3924,0.0765,Oei et al. 2023,Oei et al. 2023
5886,ILTJ020621.27+180405.2,31.5898289,18.06469096928,0.73463,0.11468,1.6314,0.738,0.116,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
528,ILTJ020122.56+175423.4,30.34299,17.90792541893,0.78023,0.10622,1.601,0.947,0.147,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1692,ILTJ020213.13+182045.4,30.5547555595,18.34506089165,1.02986,0.13941,2.3878,0.662,0.054,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8007,ILTJ020430.39+191402.4,31.1361212,19.22907182271,0.78255,0.13767,3.9714,0.191,0.017,ML (this work),ML (this work)
789,ILTJ021127.53+185316.6,32.860122,18.8869689142,0.96332,0.17669,2.2569,0.646,0.133,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7867,ILTJ020818.03+185744.8,32.0767743,18.95752491619,0.76607,0.1134,2.4751,0.357,0.025,ML (this work),ML (this work)
3494,ILTJ021401.69+192547.8,33.508967,19.43111453485,0.73188,0.12479,1.9158,0.512,0.068,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
899,ILTJ020742.18+195045.1,31.927171,19.84652938479,0.9574,0.11582,2.0014,0.885,0.063,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1790,ILTJ020958.94+202024.7,32.4952718901,20.34371051253,0.90766,0.10715,1.8087,1.077,0.106,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1784,ILTJ020833.41+201935.9,32.13599798857,20.32264110524,1.40849,0.60259,3.9068,0.46,0.364,RGZ (Hardcastle et al. 2023),Oei et al. 2023
8697,ILTJ015808.74+184440.1,29.5357271,18.7441567751,0.76786,0.11213,1.7792,0.663,0.072,ML (this work),ML (this work)
2740,ILTJ015935.87+190102.1,29.8984029904,19.01700976382,1.45346,0.18367,3.0811,0.845,0.071,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5250,ILTJ015845.14+190758.5,29.6843486,19.13259769036,0.8659,0.11419,1.9369,0.724,0.059,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6182,ILTJ015914.58+190944.8,29.8110927,19.16203557518,0.70153,0.0908,1.4074,1.042,0.169,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1535,ILTJ020014.77+190311.7,30.06176828374,19.0537230176,1.32797,0.16187,2.6912,0.996,0.097,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2154,ILTJ015428.82+194600.9,28.61810670305,19.76522895872,0.79989,0.11886,2.3028,0.431,0.034,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6853,ILTJ015735.73+203635.3,29.3983806,20.61076864318,0.86537,0.08466,1.6624,1.456,0.355,ML (this work),ML (this work)
475,ILTJ020330.06+195121.8,30.8757073,19.85676091961,0.78207,0.12829,1.6056,0.945,0.337,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8420,ILTJ020647.97+205053.7,31.6987807,20.8468876506,0.8151,0.11807,1.9797,0.596,0.056,ML (this work),ML (this work)
602,ILTJ020606.66+210831.4,31.527117,21.14275323986,1.21331,0.17714,2.6306,0.789,0.11,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8959,ILTJ013743.54+182624.2,24.431243,18.43986047531,0.89728,0.10555,1.8885,0.865,0.049,ML (this work),ML (this work)
9048,ILTJ014032.77+182447.5,25.1373345,18.41370624088,0.70431,0.08099,1.4147,1.036,0.073,ML (this work),ML (this work)
2167,ILTJ014243.20+184716.0,25.679696,18.78539973776,1.18616,0.13927,2.3099,1.242,0.34,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7860,ILTJ014036.42+185525.9,25.153356,18.92208389051,0.96434,0.11245,1.9244,1.069,0.093,ML (this work),ML (this work)
8127,ILTJ014707.89+182700.3,26.7815999,18.44618576703,1.05485,0.21088,2.255,0.823,0.363,ML (this work),ML (this work)
3354,ILTJ014608.65+182523.8,26.532684,18.42255598829,0.71031,0.07823,1.3768,1.293,0.169,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1856,ILTJ014743.71+185701.5,26.922948,18.94175455799,2.88084,0.42166,6.268,0.781,0.108,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8029,ILTJ014959.47+192820.9,27.4974478,19.47352974933,1.28955,0.08222,2.4932,1.918,0.491,ML (this work),ML (this work)
7301,ILTJ014929.48+192723.3,27.3727257,19.45576590784,0.76476,0.09633,1.5008,1.175,0.383,ML (this work),ML (this work)
2998,ILTJ014949.19+195037.3,27.456208,19.84667546767,0.7269,0.07994,1.5917,0.767,0.02,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6705,ILTJ014414.50+192805.7,26.0595112,19.46815134866,0.85742,0.12773,1.7805,0.906,0.184,ML (this work),ML (this work)
5077,ILTJ014716.97+200348.4,26.829577,20.06435374884,0.87533,0.11002,1.8757,0.817,0.063,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5706,ILTJ014445.14+201300.0,26.189529,20.21758121731,0.9031,0.06225,1.7505,1.968,0.413,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2297,ILTJ014518.68+201644.7,26.330206,20.28096300528,0.81653,0.13562,2.2301,0.473,0.055,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7884,ILTJ013627.90+191357.1,24.1175665,19.23316772162,1.11065,0.13585,2.3014,0.913,0.074,ML (this work),ML (this work)
8259,ILTJ013724.29+193815.8,24.3514676,19.63699586793,0.81901,0.11914,1.7925,0.768,0.101,ML (this work),ML (this work)
8283,ILTJ013909.47+195420.8,24.7907727,19.90694944616,0.97294,0.09777,2.6187,0.48586,0.0004,ML (this work),ML (this work)
2391,ILTJ013428.81+192834.2,23.620532,19.47659573764,0.90196,0.11819,2.0744,0.675,0.049,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
445,ILTJ013204.33+195242.9,23.0185349,19.88172677367,1.24729,0.12487,3.2517,0.51599,0.0001,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6286,ILTJ013524.68+195607.9,23.856389,19.933407307,0.89966,0.0686,1.7257,1.677,0.477,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4547,ILTJ013319.78+201157.0,23.330717,20.20066771863,1.3416,0.19408,3.4836,0.52,0.043,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2861,ILTJ014257.67+200929.8,25.739675,20.15885999886,0.71867,0.09564,1.4469,1.025,0.183,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2562,ILTJ014237.92+202654.6,25.647428,20.45238935232,1.06265,0.28327,3.7696,0.31,0.075,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5056,ILTJ014423.84+205344.2,26.10018738998,20.89674001091,0.75407,0.08371,1.4605,1.303,0.349,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9380,,26.1675,20.9564,2.483,0.179,5.0,1.024,0.238,Oei et al. 2023,Oei et al. 2023
3500,ILTJ015227.79+193302.5,28.117628,19.54637678549,1.13445,0.13849,2.3936,0.858,0.061,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2922,ILTJ015212.27+194947.7,28.026965,19.8795601269,1.61609,0.26535,4.3017,0.496,0.058,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2098,ILTJ015437.51+200419.7,28.652398,20.07152014547,1.26229,0.12636,7.1445,0.16674,2e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8222,ILTJ015027.28+201152.4,27.6127308,20.19936183865,1.41107,0.16391,2.7449,1.253,0.319,ML (this work),ML (this work)
4312,ILTJ015635.07+210316.3,29.145927,21.05555638005,1.04057,0.25687,3.0329,0.422,0.108,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1672,ILTJ015446.24+210022.2,28.696699,21.00365574667,0.84109,0.12652,1.864,0.742,0.104,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7336,ILTJ014939.76+202017.4,27.4172799,20.34604896771,1.23176,0.2287,3.3602,0.474,0.073,ML (this work),ML (this work)
6720,ILTJ014857.15+202315.8,27.2378695,20.38776525651,0.84395,0.10758,1.6811,1.079,0.184,ML (this work),ML (this work)
4024,ILTJ015219.28+204816.0,28.08369,20.80846129336,0.81185,0.12581,1.9971,0.58,0.066,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8900,ILTJ015302.06+211632.7,28.2579853,21.27567113028,0.83458,0.11534,1.7283,0.915,0.139,ML (this work),ML (this work)
3333,ILTJ015804.06+205951.3,29.5179656,20.99804362816,0.80979,0.12131,1.7002,0.872,0.164,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7801,ILTJ015750.08+211015.8,29.4577176,21.17144922811,0.83903,0.09473,1.6381,1.218,0.138,ML (this work),ML (this work)
7571,ILTJ015815.50+211622.2,29.5614809,21.27179916537,1.05122,0.15006,2.2535,0.816,0.111,ML (this work),ML (this work)
9176,ILTJ020106.99+214027.7,30.2805946,21.67072905919,0.7059,0.07075,1.6578,0.64243,0.00031,ML (this work),ML (this work)
2624,ILTJ020136.98+214909.2,30.405233,21.81895164961,1.68027,0.20213,3.4469,0.948,0.075,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4551,ILTJ020022.54+222040.9,30.0952915,22.34318745394,0.90482,0.16612,1.9528,0.79966,0.24332,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9173,ILTJ015435.43+214720.2,28.6509561,21.79140860554,0.72738,0.08508,1.4651,1.023,0.08,ML (this work),ML (this work)
3833,ILTJ015559.01+223007.3,28.995564,22.5032963874,0.81964,0.11416,1.6369,1.065,0.304,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9751,,29.44604,22.177838,1.615,0.084,3.7,0.6814,0.0538,Oei et al. 2023,Oei et al. 2023
4845,ILTJ015821.10+221504.8,29.58804074313,22.25146368019,1.10203,0.11018,2.2319,2.55859,0.00022,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5882,ILTJ014754.49+211936.6,26.977647,21.32632091911,1.59002,0.18791,3.5151,0.747,0.035,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4499,ILTJ014537.06+212227.7,26.404121,21.37380618874,1.04191,0.12809,2.2265,0.824,0.057,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4900,ILTJ014445.81+212810.6,26.1910053,21.46592123122,0.73697,0.10564,1.5207,0.927,0.171,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4532,ILTJ014751.99+223855.4,26.970362,22.6491874688,0.78595,0.13914,2.5348,0.358,0.041,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1767,ILTJ014502.13+223512.9,26.254888,22.58089394356,0.95581,0.12699,2.1762,0.692,0.055,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7231,ILTJ014527.14+225137.8,26.3673491,22.86317571065,0.84042,0.1054,1.6906,1.029,0.132,ML (this work),ML (this work)
1539,ILTJ015149.30+223132.7,27.954217,22.52646574235,1.07277,0.21834,4.5263,0.243,0.032,RGZ (Hardcastle et al. 2023),Oei et al. 2023
7106,ILTJ015127.17+224251.4,27.8632381,22.71381873654,1.55886,0.1829,3.0357,1.242,0.322,ML (this work),ML (this work)
4133,ILTJ014838.04+225856.7,27.154395,22.97865655777,0.75415,0.10143,1.498,1.095,0.297,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
84,ILTJ015051.52+232634.4,27.7145072,23.44156170325,0.97794,0.12237,1.9925,0.974,0.105,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
3750,ILTJ014820.68+232423.1,27.087359,23.40709439443,1.45149,0.14536,3.7377,0.5285,0.00014,RGZ (Hardcastle et al. 2023),Oei et al. 2023
10626,,33.135246,20.731213,0.789,0.137,4.2,0.17973,0.0,Oei et al. 2023,Oei et al. 2023
2730,ILTJ021442.61+210730.0,33.6774321,21.12334844546,0.94178,0.12095,2.0305,0.802,0.067,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2633,ILTJ021002.64+213314.9,32.510686,21.55432455134,0.77602,0.10902,1.7709,0.688,0.068,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5984,ILTJ021010.21+214500.3,32.5417307,21.7525569312,0.94322,0.19553,2.6036,0.464,0.09,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9434,,33.287443,22.040905,2.263,0.085,4.7,0.906,0.064,Oei et al. 2023,Oei et al. 2023
3439,ILTJ021105.77+215634.1,32.7738,21.94336095902,0.92929,0.11242,1.8824,0.998,0.093,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5132,ILTJ020951.97+221908.3,32.46526,22.31894079298,0.70644,0.13743,1.9765,0.453,0.075,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9609,,32.884582,22.563847,1.833,0.272,10.3,0.168,0.0306,Oei et al. 2023,Oei et al. 2023
6639,ILTJ021155.97+224155.7,32.9856787,22.69791062858,1.07024,0.12456,2.1411,1.056,0.087,ML (this work),ML (this work)
5454,ILTJ021056.32+224956.0,32.734633,22.83212514385,1.49322,0.32317,4.8332,0.356,0.063,RGZ (Hardcastle et al. 2023),Oei et al. 2023
4501,ILTJ021031.29+230203.2,32.630089,23.03370653124,0.88324,0.15498,2.0402,0.668,0.128,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9755,,33.619732,22.31161,1.611,0.08,6.7,0.2475,0.0149,Oei et al. 2023,Oei et al. 2023
6166,ILTJ021021.02+231351.4,32.574155,23.22340892654,0.92229,0.15963,4.4113,0.206,0.018,RGZ (Hardcastle et al. 2023),Oei et al. 2023
7529,ILTJ021914.58+240538.2,34.8114781,24.09282011745,0.80697,0.09936,1.5812,1.187,0.518,ML (this work),ML (this work)
3155,ILTJ022225.83+242422.1,35.605759,24.39967761353,0.71196,0.11616,3.6282,0.19,0.014,RGZ (Hardcastle et al. 2023),Oei et al. 2023
8671,ILTJ022342.29+245927.3,35.927272,24.99317702144,0.93394,0.11148,1.9835,0.84,0.05,ML (this work),ML (this work)
8335,ILTJ021902.78+245237.7,34.762087,24.87673837683,0.92056,0.13108,1.8819,0.961,0.192,ML (this work),ML (this work)
10502,,34.503353,25.110043,0.878,0.162,4.9,0.16948,0.0,Oei et al. 2023,Oei et al. 2023
3187,ILTJ022640.03+251626.7,36.6681573,25.27562345607,0.8517,0.12851,1.9576,0.676,0.084,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7945,ILTJ022748.96+252852.4,36.9574484,25.48267888818,1.1324,0.12818,2.1983,1.275,0.239,ML (this work),ML (this work)
7089,ILTJ022743.16+255042.6,36.9303044,25.84369496913,1.07961,0.2463,2.3336,0.796,0.512,ML (this work),ML (this work)
5843,ILTJ022300.79+252748.6,35.758049,25.46551329567,1.09975,0.18242,2.2488,0.96,0.4,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5302,ILTJ020512.03+230605.4,31.28413,23.09404077196,1.04412,0.10452,4.4403,0.24043,3e-05,RGZ (Hardcastle et al. 2023),Oei et al. 2023
284,ILTJ020228.97+231844.5,30.62069157918,23.31099709201,0.9232,0.06784,1.8236,2.258,0.294,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5460,ILTJ020049.13+235414.4,30.211817,23.8921289284,1.16539,0.11666,3.8279,0.348,5e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1081,ILTJ020713.18+234956.8,31.80407320452,23.83165940161,0.95659,0.09572,3.289,0.32468,3e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6643,ILTJ020757.17+242655.3,31.9854336,24.44771831993,0.73766,0.07747,1.4237,1.353,0.098,ML (this work),ML (this work)
9484,,31.741598,24.941975,2.115,0.122,5.1,0.6047,0.0651,Oei et al. 2023,Oei et al. 2023
1392,ILTJ020838.38+252209.7,32.16018903777,25.3690786702,0.76469,0.08656,1.5561,0.979,0.052,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2997,ILTJ021001.15+254547.1,32.5039383,25.76356267632,0.70449,0.11452,2.1043,0.405,0.04,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2888,ILTJ015840.09+233428.2,29.67229,23.58677290324,0.82245,0.0379,1.5768,1.633,0.874,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8595,ILTJ015743.12+240558.3,29.4273282,24.09557621514,1.5557,0.18472,3.1166,1.049,0.099,ML (this work),ML (this work)
10240,,30.815382,24.620512,1.122,0.049,7.7,0.1321,0.006,Oei et al. 2023,Oei et al. 2023
1972,ILTJ015626.63+241702.6,29.1176494,24.28574898278,1.00626,0.12643,2.1292,0.85,0.07,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2473,ILTJ015825.05+245145.0,29.608727,24.86010402168,0.71013,0.07108,3.8366,0.1766,2e-05,RGZ (Hardcastle et al. 2023),Dabhade et al. 2020
4301,ILTJ015959.35+252617.8,29.989552,25.44751706036,1.07761,0.1459,3.695,0.326,0.016,RGZ (Hardcastle et al. 2023),Oei et al. 2023
10526,,31.374629,25.130819,0.857,0.027,4.7,0.17318,2e-05,Oei et al. 2023,Oei et al. 2023
1057,ILTJ020754.04+260021.2,31.9749388,26.00817487468,1.05401,0.13242,2.1306,1.007,0.122,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6399,ILTJ020738.08+260821.3,31.9085331,26.13878318906,0.8561,0.1319,1.9231,0.716,0.103,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
869,ILTJ020625.83+263105.6,31.608505,26.52009716821,1.24584,0.08195,2.4047,1.882,0.484,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6814,ILTJ021543.64+252458.7,33.9287967,25.41516627976,1.15118,0.18729,2.9981,0.517,0.061,ML (this work),ML (this work)
774,ILTJ021241.79+252609.4,33.1735259,25.43563050489,0.74046,0.08778,1.5306,0.921,0.062,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2902,ILTJ021318.99+260632.2,33.332194,26.11067404854,0.87302,0.12386,3.07,0.314,0.018,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5669,ILTJ021049.31+255646.7,32.7061556,25.945453122,0.86806,0.10558,1.8616,0.815,0.052,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
895,ILTJ021513.05+260712.7,33.8074684,26.12116738236,1.22479,0.2333,2.5554,0.891,0.482,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6026,ILTJ021955.86+264048.6,34.989205,26.68110475327,1.56426,0.19163,3.2523,0.902,0.072,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9400,,34.241136,26.951152,2.377,0.527,11.5,0.2028,0.0568,Oei et al. 2023,Oei et al. 2023
10675,,34.691851,27.20084,0.741,0.157,11.4,0.0538,0.0122,Oei et al. 2023,Oei et al. 2023
6608,ILTJ021800.15+272836.9,34.498489,27.47836765548,1.18196,0.20787,3.2244,0.474,0.064,ML (this work),ML (this work)
548,ILTJ021934.16+280541.2,34.895263,28.09280611024,1.08368,0.16296,2.8814,0.497,0.045,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2579,ILTJ022007.35+280516.7,35.034624,28.11937482145,0.78854,0.20214,4.9242,0.148,0.026,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7941,ILTJ020926.65+261640.6,32.3533088,26.28068488398,0.70446,0.07057,1.6451,0.65089,0.00025,ML (this work),ML (this work)
3831,ILTJ021018.47+263237.7,32.57693104797,26.54388238486,1.01069,0.12635,2.1581,0.826,0.063,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5071,ILTJ020739.02+263201.0,31.9121367,26.53388575393,0.77924,0.09618,1.5792,0.996,0.105,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7888,ILTJ021058.28+265639.8,32.731836,26.94392750356,0.83782,0.14551,2.577,0.386,0.044,ML (this work),ML (this work)
1929,ILTJ021045.46+271133.9,32.693123,27.18952468121,1.31757,0.13191,7.7861,0.15819,2e-05,RGZ (Hardcastle et al. 2023),Oei et al. 2023
6846,ILTJ020518.33+271926.5,31.326871,27.32421579071,0.70525,0.0841,1.4289,0.997,0.084,ML (this work),ML (this work)
9105,ILTJ020947.36+273931.2,32.4456941,27.65870738472,1.0599,0.15103,2.4422,0.672,0.068,ML (this work),ML (this work)
2756,ILTJ021048.69+273843.6,32.703219,27.64552800905,0.76211,0.1061,1.7475,0.68,0.064,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
336,ILTJ021521.28+273914.8,33.8386037,27.6511744371,0.95778,0.12587,1.9736,0.932,0.117,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
627,ILTJ021558.67+283917.7,33.9947618,28.65979935948,0.77282,0.11256,1.5823,0.955,0.207,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
289,ILTJ021043.79+282521.0,32.684592,28.42146666002,0.8505,0.11095,1.684,1.114,0.27,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2411,ILTJ021321.47+292207.8,33.3383272,29.36840428169,1.1447,0.1145,3.9387,0.32432,1e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1504,ILTJ021329.11+292229.4,33.3711849,29.37201632519,0.86899,0.14584,1.8335,0.858,0.234,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
10243,,46.928345,27.520572,1.12,0.062,5.3,0.2087,0.0127,Oei et al. 2023,Oei et al. 2023
7651,ILTJ023753.20+245359.3,39.4690314,24.90197333163,0.74712,0.11689,2.1656,0.426,0.039,ML (this work),ML (this work)
4279,ILTJ024057.32+254317.1,40.236326,25.72678456462,1.44017,0.23721,3.3564,0.654,0.102,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4396,ILTJ023831.54+254839.9,39.6324968,25.8109032422,0.75645,0.09389,1.5561,0.938,0.088,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8213,ILTJ023712.91+265629.5,39.3017007,26.93978724654,0.82624,0.15595,2.3819,0.43,0.064,ML (this work),ML (this work)
9718,,40.92231189229,26.20913041018,1.664,0.072,3.7,0.73507,0.02913,Oei et al. 2023,Oei et al. 2023
5990,ILTJ024335.14+264007.5,40.894342,26.66825463295,0.79853,0.19366,1.7636,0.749,0.456,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6813,ILTJ024117.19+264245.5,40.3218845,26.71296790478,0.73131,0.09629,1.5543,0.838,0.085,ML (this work),ML (this work)
7605,ILTJ024034.46+265828.1,40.145178,26.9733206161,0.707,0.11388,2.7922,0.266,0.021,ML (this work),ML (this work)
8990,ILTJ023851.70+271233.3,39.7152025,27.2099229383,0.77519,0.09145,1.703,0.76,0.036,ML (this work),ML (this work)
10198,,40.09665,27.491134,1.163,0.056,5.3,0.219,0.0111,Oei et al. 2023,Oei et al. 2023
