recno,Name,RAJ2000,DEJ2000,LengthMpc,e_LengthMpc,LengthAng,z,e_z,Ref,FistDisc
9035,ILTJ073159.27+293809.7,113.0073812,29.63565318507,1.44764,0.11302,2.7754,1.625,0.496,ML (this work),ML (this work)
4291,ILTJ073138.02+293820.4,112.906417,29.64026972423,1.14265,0.08544,2.1917,1.673,0.5,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2272,ILTJ073200.61+300543.0,113.0051135,30.09321172591,0.76138,0.10637,1.5532,0.969,0.182,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4188,ILTJ074139.22+304353.8,115.413801,30.73388157586,1.52199,0.23286,3.3565,0.752,0.114,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
10322,,115.795507,31.025587,1.038,0.036,4.3,0.24882,6e-05,Oei et al. 2023,Oei et al. 2023
2743,ILTJ074401.38+311739.0,116.002637,31.2912997828,1.87566,0.18792,6.246,0.34075,9e-05,RGZ (Hardcastle et al. 2023),Oei et al. 2023
6816,ILTJ074441.47+312009.6,116.1770955,31.33966466007,1.71813,0.21921,3.4667,1.015,0.138,ML (this work),ML (this work)
2117,ILTJ074446.58+312600.8,116.19532,31.43553705626,0.80448,0.12791,1.7177,0.826,0.17,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2446,ILTJ074304.83+312839.4,115.7719527,31.47845569604,0.87131,0.11687,2.0202,0.662,0.052,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9902,,115.053137,31.38273,1.449,0.176,5.6,0.2738,0.0447,Oei et al. 2023,Oei et al. 2023
10333,,115.01462,31.542583,1.033,0.147,5.8,0.1682,0.0291,Oei et al. 2023,Oei et al. 2023
5016,ILTJ073643.20+313633.1,114.180366,31.60765808489,0.97015,0.13465,1.9254,1.1,0.487,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
3892,ILTJ074301.04+315102.3,115.7535816,31.85138540494,0.82205,0.06659,1.5768,1.674,0.413,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6578,ILTJ075409.64+302922.4,118.5404501,30.48971622457,0.75741,0.0868,1.4714,1.267,0.292,ML (this work),ML (this work)
69,ILTJ075154.00+304517.0,117.974718,30.7544761933,0.80469,0.04143,1.5742,2.122,0.551,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2381,ILTJ075114.64+305348.1,117.8100652,30.89601613984,1.20602,0.16998,2.6948,0.726,0.078,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
3883,ILTJ075716.56+312118.8,119.3156574,31.36254414402,1.21071,0.12124,3.5393,0.41988,9e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9792,,117.456419,31.274044,1.564,0.082,3.8,0.5953,0.0447,Oei et al. 2023,Oei et al. 2023
1500,ILTJ075419.08+315522.3,118.586613,31.92538959159,1.35171,0.16,2.84,0.87,0.052,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9867,,119.927798,32.948694,1.476,0.162,4.8,0.3531,0.0571,Oei et al. 2023,Oei et al. 2023
6999,ILTJ080031.98+332038.7,120.1392881,33.34382358154,0.93171,0.13427,2.2115,0.627,0.061,ML (this work),ML (this work)
10065,,119.159429,32.463135,1.285,0.024,8.1,0.1462,2e-05,Oei et al. 2023,Oei et al. 2023
1118,ILTJ075607.96+322502.3,119.032411,32.41630960053,0.93146,0.12141,2.1098,0.701,0.052,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5826,ILTJ075645.03+325900.3,119.1872269,32.98109318236,0.86939,0.12539,1.811,0.896,0.155,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2713,ILTJ075352.49+330342.5,118.469073,33.07692134843,1.08676,0.10881,5.219,0.20493,3e-05,RGZ (Hardcastle et al. 2023),Oei et al. 2023
5451,ILTJ075641.17+332514.3,119.1708164,33.4213037425,0.75749,0.10128,1.7167,0.7,0.058,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
3562,ILTJ075815.33+334706.7,119.5641241,33.78656402265,0.71474,0.09741,1.6235,0.696,0.062,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
930,ILTJ075849.79+334759.2,119.70266079018,33.79873100448,0.79296,0.14305,2.0509,0.524,0.082,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5779,ILTJ074542.29+314250.5,116.42363177158,31.71572630962,0.94465,0.09455,2.6174,0.46088,7e-05,RGZ (Hardcastle et al. 2023),Dabhade et al. 2020
6953,ILTJ074213.84+325654.5,115.5565457,32.94764741211,0.93894,0.10832,1.8277,1.246,0.232,ML (this work),ML (this work)
882,ILTJ074355.04+325133.4,115.9796121,32.85926818291,1.08277,0.14175,2.2962,0.84393,0.08441,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1876,ILTJ074857.92+332821.0,117.2429441,33.4729492539,0.81666,0.0817,2.0016,0.5845,5e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1515,ILTJ074430.62+333054.5,116.122405,33.51856684225,1.56304,0.19299,3.4907,0.727,0.043,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9875,,118.127225,33.138773,1.47,0.427,5.7,0.2726,0.106,Oei et al. 2023,Oei et al. 2023
4690,ILTJ075509.66+335353.9,118.800949,33.90611165814,0.91942,0.09185,2.6254,6.00991,0.00104,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8795,ILTJ075702.36+342843.4,119.2598737,34.47949457938,0.88868,0.16614,1.9074,0.813,0.274,ML (this work),ML (this work)
11214,,118.42216666667,34.50889166667,2.335,0.0,5.84,0.56,0.00018,Dabhade et al. 2020,Dabhade et al. 2020
6006,ILTJ075338.75+343028.7,118.405705,34.51027889818,2.22202,0.22237,6.0061,0.48205,6e-05,RGZ (Hardcastle et al. 2023),Oei et al. 2023
5790,ILTJ075513.43+343734.4,118.80595,34.62899694674,0.85064,0.0852,2.0552,0.60284,0.00019,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2295,ILTJ075014.21+341156.3,117.557104,34.19807207615,0.84253,0.11702,1.7828,0.85,0.112,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9374,,117.714395,34.600011,2.524,0.092,5.2,0.9332,0.0762,Oei et al. 2023,Oei et al. 2023
2515,ILTJ075426.54+344824.8,118.6088086,34.80572114863,1.1627,0.13837,2.5781,0.741,0.036,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7153,ILTJ075343.06+351452.7,118.4230963,35.24312282362,0.84042,0.14417,3.2325,0.276,0.026,ML (this work),ML (this work)
1398,ILTJ071951.37+273905.4,109.963381,27.65166218081,0.78413,0.14404,2.0895,0.495,0.077,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
994,ILTJ072016.38+283745.5,110.059602,28.62323419408,2.67469,0.38601,10.2613,0.277,0.016,RGZ (Hardcastle et al. 2023),Oei et al. 2023
2673,ILTJ072312.99+294746.2,110.804673,29.79716193158,1.32004,0.21137,2.9374,0.734,0.124,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9664,,111.3225,30.42666666667,1.734,0.0,3.93,0.7,0.0,Dabhade et al. 2020,Dabhade et al. 2020
11285,,107.18379166667,30.50353611111,1.572,0.0,3.96,0.552,0.0574,Dabhade et al. 2020,Dabhade et al. 2020
7589,ILTJ073004.63+301210.2,112.5236987,30.20237021109,1.20136,0.09468,2.3034,1.638,0.474,ML (this work),ML (this work)
7706,ILTJ073005.73+302311.3,112.5196597,30.38446100434,0.71413,0.09192,1.4707,0.934,0.106,ML (this work),ML (this work)
968,ILTJ073257.89+310743.2,113.260382,31.12229539403,2.85267,0.46003,8.3031,0.423,0.042,RGZ (Hardcastle et al. 2023),Oei et al. 2023
9203,ILTJ073121.23+310431.6,112.8389576,31.07158297637,1.69934,0.2028,3.6173,0.834,0.049,ML (this work),ML (this work)
5780,ILTJ072950.38+313945.8,112.4590696,31.66121976805,0.71115,0.07873,1.3768,1.308,0.243,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
262,ILTJ073108.62+320412.4,112.783068,32.07120939811,1.59759,0.1598,3.457,0.79347,5e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1705,ILTJ073458.66+322444.3,113.73537,32.41219636494,0.923,0.13504,2.9352,0.366,0.025,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2849,ILTJ073738.00+323604.6,114.409428,32.60125866516,0.79557,0.09907,1.6526,0.905,0.08,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7128,ILTJ073839.65+330331.7,114.6636449,33.05991478776,0.72705,0.08747,1.487,0.959,0.078,ML (this work),ML (this work)
8625,ILTJ073429.77+325106.2,113.6203419,32.84959170857,0.80143,0.08013,1.5425,1.81013,0.00043,ML (this work),ML (this work)
1566,ILTJ072454.39+314940.4,111.227239,31.82900788532,1.53435,0.13254,2.945,1.711,0.305,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9845,,111.45163760974,32.11641974754,1.491,0.266,6.9,0.21469,0.04836,Oei et al. 2023,Oei et al. 2023
2958,ILTJ072538.25+321147.3,111.406893,32.19629358202,1.04225,0.17023,3.021,0.426,0.044,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1788,ILTJ072131.61+324909.9,110.381514,32.81955952666,0.9265,0.12769,2.0056,0.79259,0.08909,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5575,ILTJ072417.84+331618.6,111.07254041354,33.27347192135,0.73668,0.08783,1.7412,0.633,0.026,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9556,,112.699687,33.553373,1.936,0.081,5.0,0.5249,0.0298,Oei et al. 2023,Oei et al. 2023
9781,,112.5041,33.5745,1.573,0.091,3.2,0.981,0.128,Oei et al. 2023,Oei et al. 2023
4,ILTJ072816.34+334651.9,112.066755,33.78609971086,0.89487,0.10885,2.1378,0.618,0.028,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1773,ILTJ073029.62+344213.0,112.633744,34.68129828529,1.19393,0.2196,2.4886,0.894,0.41,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
3910,ILTJ073122.79+345349.1,112.849105,34.89465193364,1.60693,0.17856,3.2225,1.044,0.054,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2765,ILTJ072947.43+350611.0,112.451613,35.10263011606,1.00573,0.15796,3.1186,0.381,0.033,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1411,ILTJ074220.03+331116.1,115.582181,33.18910155651,0.70078,0.05118,1.366,2.066,0.337,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7264,ILTJ074352.76+332854.4,115.9685325,33.48236678693,1.35422,0.18875,2.7015,1.071,0.321,ML (this work),ML (this work)
2655,ILTJ074259.54+333952.6,115.7478592,33.66465554528,0.8484,0.08489,1.9979,0.63843,8e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5906,ILTJ074125.29+333311.8,115.355485,33.55555921981,0.79285,0.07932,2.5311,0.36377,2e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8921,ILTJ074435.46+334929.9,116.1474967,33.82273979875,0.71131,0.11042,1.5877,0.728,0.11,ML (this work),ML (this work)
1724,ILTJ074416.69+340015.9,116.0709381,34.00617737726,0.7963,0.09658,1.722,0.795,0.048,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9590,,116.034302,34.2202,1.861,0.073,3.8,2.63943,0.0006,Oei et al. 2023,Oei et al. 2023
7235,ILTJ074224.51+335835.6,115.6021032,33.97729237816,1.18244,0.11841,2.7705,0.64589,0.00019,ML (this work),ML (this work)
10086,,115.541023,34.024004,1.264,0.05,3.8,0.40038,6e-05,Oei et al. 2023,Oei et al. 2023
7646,ILTJ074216.65+340640.5,115.5702923,34.10923610554,0.92807,0.09294,2.2961,0.57308,0.00015,ML (this work),ML (this work)
397,ILTJ074400.40+341258.7,116.003317,34.2181542434,0.76329,0.10636,1.7279,0.702,0.069,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9623,,114.637342,34.276822,1.81,0.037,7.4,0.25331,4e-05,Oei et al. 2023,Oei et al. 2023
8293,ILTJ074041.72+345850.3,115.1740621,34.97859794903,0.7407,0.07421,1.8356,0.5711,0.0002,ML (this work),ML (this work)
3329,ILTJ074936.10+351523.3,117.400411,35.25924951036,0.7773,0.07783,2.1467,0.46357,0.0001,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7970,ILTJ074144.45+354235.2,115.434685,35.7086413521,0.89885,0.11695,1.8145,1.013,0.153,ML (this work),ML (this work)
10143,,115.562799,35.767344,1.212,0.073,8.1,0.1363,0.0092,Oei et al. 2023,Oei et al. 2023
1776,ILTJ073512.54+350651.5,113.793393,35.10285226988,0.76654,0.07675,3.6214,0.20931,3e-05,RGZ (Hardcastle et al. 2023),Oei et al. 2023
9674,,113.925861,35.426385,1.719,0.035,7.5,0.23203,3e-05,Oei et al. 2023,Oei et al. 2023
907,ILTJ073325.74+350712.5,113.35714750612,35.1198469816,0.87377,0.13992,1.9639,0.715,0.116,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7102,ILTJ073145.33+355202.2,112.9394628,35.87252795855,0.9183,0.14506,3.7182,0.257,0.019,ML (this work),Oei et al. 2023
719,ILTJ073515.83+361715.3,113.81444118788,36.2872071473,0.76085,0.07616,2.4626,0.35602,5e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2003,ILTJ073651.93+362714.3,114.207136,36.45236444623,2.01549,0.35825,9.1327,0.221,0.021,RGZ (Hardcastle et al. 2023),Oei et al. 2023
34,ILTJ074025.59+365430.0,115.10999,36.92622388911,2.14624,0.21467,4.4321,0.92449,7e-05,RGZ (Hardcastle et al. 2023),Oei et al. 2023
6028,ILTJ074139.98+365537.1,115.418479,36.92908240767,0.80213,0.08025,2.1773,0.47835,4e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4141,ILTJ074117.87+365903.3,115.32685,36.98496042779,0.78316,0.07841,2.1133,0.48357,0.0001,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2332,ILTJ073925.76+364924.9,114.857514,36.82399430692,0.99999,0.147,2.491,0.565,0.053,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8698,ILTJ073717.70+370843.2,114.3252731,37.14723677872,0.91446,0.10923,1.8342,1.043,0.101,ML (this work),ML (this work)
299,ILTJ074242.12+374404.4,115.67577094509,37.73390013622,0.82657,0.08268,1.7793,0.80584,6e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6258,ILTJ074050.56+375750.3,115.21376949459,37.96463516151,0.87616,0.1728,2.123,0.599,0.134,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2946,ILTJ073914.28+375329.2,114.804649,37.88983226434,1.11995,0.15418,2.5213,0.712,0.068,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9219,ILTJ073942.89+375533.5,114.9307641,37.9258464828,0.70343,0.07044,1.79,0.54111,0.00014,ML (this work),ML (this work)
6711,ILTJ072136.32+335842.0,110.4018788,33.97501501564,0.82603,0.10007,1.625,1.157,0.195,ML (this work),ML (this work)
4259,ILTJ071938.95+342607.2,109.9120017,34.43394197016,1.25332,0.18761,2.5164,1.038,0.417,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9201,ILTJ071717.10+335152.7,109.3224216,33.86398278313,0.80842,0.0905,1.7828,0.752,0.023,ML (this work),ML (this work)
6236,ILTJ071751.08+345331.6,109.4638335,34.89215026211,0.9557,0.17934,2.6163,0.471,0.074,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8095,ILTJ071952.04+352013.0,109.9754782,35.33739863471,1.12831,0.15176,2.3533,0.892,0.113,ML (this work),ML (this work)
686,ILTJ072529.44+344539.1,111.389993,34.76444468434,1.02771,0.22144,3.3145,0.358,0.063,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7183,ILTJ072340.49+350516.4,110.9133511,35.08609512231,1.51286,0.23162,3.2497,0.811,0.141,ML (this work),ML (this work)
6615,ILTJ072659.98+352705.8,111.7560136,35.44418666531,2.02797,0.28874,7.3745,0.299,0.017,ML (this work),Oei et al. 2023
9465,,111.7491,35.732824,2.176,0.077,4.3,2.2536,0.02713,Oei et al. 2023,Oei et al. 2023
10180,,111.211383,35.60545,1.187,0.062,7.3,0.1505,0.0087,Oei et al. 2023,Oei et al. 2023
5228,ILTJ072743.97+360641.4,111.935181,36.11242162043,0.83143,0.11068,1.7172,0.924,0.121,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2034,ILTJ072129.04+355133.6,110.37097786202,35.86052854267,0.74331,0.0947,1.6006,0.805,0.065,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9991,,110.573637,36.060549,1.343,0.063,5.0,0.2887,0.0152,Oei et al. 2023,Oei et al. 2023
3544,ILTJ072629.33+362114.4,111.6228516,36.35356688655,0.86216,0.08628,1.7878,0.91056,0.00022,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5342,ILTJ072436.50+362239.0,111.152185,36.37335167704,0.7053,0.10778,2.6454,0.286,0.02,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
416,ILTJ072422.07+364004.4,111.09099,36.66734666274,0.92478,0.13579,3.2662,0.312,0.02,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4703,ILTJ071650.74+352119.0,109.2104624,35.35547714816,0.7671,0.10292,1.6036,0.885,0.109,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4767,ILTJ072902.43+362020.2,112.2603731,36.34085750529,1.02465,0.11949,2.0039,1.203,0.182,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4268,ILTJ072801.61+363702.7,112.019208,36.61753269377,1.00911,0.20456,4.7728,0.209,0.026,RGZ (Hardcastle et al. 2023),Oei et al. 2023
2652,ILTJ072844.10+364931.8,112.18402684578,36.82736890463,0.85823,0.16889,2.5156,0.418,0.067,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
626,ILTJ073029.44+371048.8,112.630374,37.18315497947,0.70611,0.11134,2.642,0.287,0.022,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7008,ILTJ073252.56+373207.5,113.2174098,37.53451460158,1.09735,0.13462,2.1763,1.104,0.16,ML (this work),ML (this work)
4825,ILTJ072722.72+372538.0,111.835049,37.43261206361,1.38491,0.2392,3.1405,0.699,0.137,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5641,ILTJ072957.31+373247.0,112.487576,37.54831711623,0.79485,0.17303,2.9175,0.295,0.048,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5848,ILTJ073120.05+373807.6,112.8272513,37.63447125436,1.35491,0.24556,2.925,0.799,0.233,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7572,ILTJ073122.96+380457.4,112.8477529,38.08963772826,2.03951,0.31865,4.4395,0.78,0.135,ML (this work),ML (this work)
10110,,112.226167,37.705437,1.235,0.039,4.7,0.27978,5e-05,Oei et al. 2023,Oei et al. 2023
5372,ILTJ072850.43+374244.3,112.21547,37.71313190123,1.50558,0.20916,3.0007,1.076,0.327,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5842,ILTJ073504.70+373021.1,113.76922126205,37.50662199599,0.96679,0.09678,2.4603,0.54101,0.0001,RGZ (Hardcastle et al. 2023),Oei et al. 2023
10476,,114.297518,37.637122,0.901,0.05,2.7,0.40225,0.00011,Oei et al. 2023,Oei et al. 2023
7816,ILTJ073729.38+374713.0,114.3781322,37.79134735566,1.45394,0.27347,3.1094,0.822,0.292,ML (this work),ML (this work)
2258,ILTJ073659.35+385227.5,114.2469534,38.87381503681,0.76683,0.08149,1.4784,1.372,0.211,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6575,ILTJ073817.96+391839.2,114.5759469,39.30756634976,0.96695,0.09681,3.4265,0.31048,5e-05,ML (this work),Oei et al. 2023
1745,ILTJ073247.60+384056.8,113.20033688562,38.6819110656,0.7302,0.07306,1.7614,0.60492,6e-05,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
6304,ILTJ073452.45+390054.5,113.718985,39.01714956565,2.2717,0.22749,6.6976,0.41391,9e-05,RGZ (Hardcastle et al. 2023),Oei et al. 2023
4950,ILTJ072856.28+382459.6,112.23430502579,38.4188456864,0.8057,0.12521,2.243,0.457,0.043,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1307,ILTJ072615.17+383830.7,111.576465,38.63315805345,0.74924,0.07506,4.53,0.15387,3e-05,RGZ (Hardcastle et al. 2023),Oei et al. 2023
51,ILTJ072305.42+383650.2,110.76889192548,38.61480852353,0.9448,0.13072,2.221,0.641,0.055,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9555,,110.017771,38.862773,1.936,0.095,4.5,0.6578,0.0559,Oei et al. 2023,Oei et al. 2023
4720,ILTJ073311.58+393815.5,113.323804,39.63310214381,3.18965,0.46456,7.305,0.682,0.076,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5282,ILTJ072539.18+400418.0,111.411751,40.07015058333,0.74296,0.07438,4.3162,0.16151,2e-05,RGZ (Hardcastle et al. 2023),Dabhade et al. 2020
5656,ILTJ073107.53+403550.3,112.778375,40.59816105675,1.16058,0.1358,2.2596,1.244,0.309,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7764,ILTJ081734.52+303823.9,124.3945857,30.63879365163,1.11168,0.13696,2.2289,1.045,0.126,ML (this work),ML (this work)
9690,,124.352094,30.676192,1.702,0.045,5.7,0.3375,7e-05,Oei et al. 2023,Oei et al. 2023
9119,ILTJ081253.71+303637.1,123.2237912,30.60930041323,1.06808,0.1636,2.2388,0.877,0.182,ML (this work),ML (this work)
3907,ILTJ081824.57+313000.8,124.60515148266,31.50076896141,0.83638,0.08381,2.0655,0.57525,0.00023,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
885,ILTJ081613.79+312036.0,124.0532241,31.34316233042,0.85775,0.13265,2.0359,0.627,0.077,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
4852,ILTJ081103.57+311131.6,122.766898,31.19280279348,1.81211,0.25656,4.2177,0.656,0.063,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1213,ILTJ081048.13+311853.5,122.6953,31.31303673305,0.76938,0.07708,1.893,0.57976,0.0002,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
7537,ILTJ081518.45+314940.4,123.8264302,31.82873426463,0.82682,0.11111,1.8869,0.688,0.057,ML (this work),ML (this work)
7101,ILTJ081346.51+322107.0,123.4390938,32.35171448522,0.8374,0.09287,1.6532,1.133,0.074,ML (this work),ML (this work)
8755,ILTJ081928.03+320517.5,124.8686655,32.08695025679,0.81459,0.10116,1.6342,1.042,0.131,ML (this work),ML (this work)
2244,ILTJ081951.05+323437.9,124.985057,32.59379216825,4.92702,0.59198,10.6638,0.793,0.045,RGZ (Hardcastle et al. 2023),Oei et al. 2023
767,ILTJ082203.13+330037.1,125.508535,33.01242558316,1.88116,0.22574,4.1007,0.77678,0.04244,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
8401,ILTJ082421.89+331100.6,126.0918417,33.18331755121,1.41056,0.11304,2.7042,1.617,0.474,ML (this work),ML (this work)
7458,ILTJ082239.56+330748.8,125.6753482,33.12993415787,1.09277,0.10932,2.9042,0.49746,3e-05,ML (this work),ML (this work)
6851,ILTJ081902.82+322633.2,124.7597025,32.44367099768,0.78888,0.07887,1.5332,2.01651,0.0003,ML (this work),ML (this work)
8124,ILTJ082027.82+332206.2,125.1157541,33.36621425228,0.73957,0.11507,1.753,0.629,0.079,ML (this work),ML (this work)
8568,ILTJ081259.87+324253.8,123.2509415,32.71160039876,0.83098,0.14709,2.4603,0.411,0.051,ML (this work),ML (this work)
8164,ILTJ081326.34+330535.8,123.361898,33.09575914324,0.87073,0.12035,1.956,0.716,0.07,ML (this work),ML (this work)
4212,ILTJ080536.44+322638.1,121.400266,32.44477618087,0.91182,0.09135,2.4324,0.49399,0.00015,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
744,ILTJ080701.30+323846.7,121.755693,32.6485389309,0.84656,0.19136,1.8237,0.804,0.527,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
3829,ILTJ080818.45+323541.7,122.081056,32.59893723051,1.30637,0.19839,3.0647,0.644,0.077,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9199,ILTJ080601.84+331011.7,121.5071926,33.1697085229,0.78076,0.02304,1.5883,2.608,0.674,ML (this work),ML (this work)
10255,,122.262309,33.337889,1.101,0.11,5.6,0.1902,0.0229,Oei et al. 2023,Oei et al. 2023
4656,ILTJ080935.84+335848.5,122.39872,33.9831677382,1.05748,0.18829,2.2368,0.851,0.279,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
2260,ILTJ081635.23+334745.7,124.14807007563,33.79686107864,1.61295,0.16135,4.2313,0.50987,3e-05,RGZ (Hardcastle et al. 2023),Mahato et al. 2021
3186,ILTJ081453.35+333806.0,123.720979,33.63314018344,0.84003,0.09653,1.6442,1.196,0.148,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5329,ILTJ081756.23+340314.4,124.471191,34.05989124001,2.17933,0.25072,4.3083,1.124,0.104,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5015,ILTJ081615.53+342041.2,124.0633572,34.34495736459,0.71166,0.07136,2.3645,0.34192,0.00013,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
514,ILTJ081148.99+334439.8,122.94695,33.7520910152,1.55534,0.17483,3.0548,1.169,0.101,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
9210,ILTJ081542.85+344057.1,123.9287122,34.68100096015,0.80513,0.0991,1.5995,1.094,0.156,ML (this work),ML (this work)
7502,ILTJ081325.82+344946.9,123.3580212,34.82841139888,1.07175,0.1224,2.2376,0.889,0.042,ML (this work),ML (this work)
1368,ILTJ081348.25+350234.6,123.4484733,35.04187308116,0.7819,0.09394,1.5325,1.185,0.22,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
5621,ILTJ081343.60+351323.1,123.440103,35.22078850631,1.22943,0.19071,3.0731,0.561,0.062,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
1675,ILTJ081458.89+353424.7,123.7455309,35.57370590033,0.72275,0.0833,1.464,0.998,0.065,RGZ (Hardcastle et al. 2023),RGZ (Hardcastle et al. 2023)
