RA,DEC
146.572564,49.386206
138.086328,50.108885
140.8912,50.421087
139.530321,50.697074
178.580519,46.5336
183.837135,45.559398
150.717611,48.856063
147.555933,49.916412
189.253591,45.520958
138.799513,50.07675
182.409642,44.723754
181.813197,44.20309
136.25766,46.414615
183.551826,45.823996
182.550981,44.059243
179.341606,45.44396
187.463232,45.996211
182.239768,44.923952
194.903922,46.51091
193.049508,47.127429
178.070411,46.416574
178.352783,45.780666
176.934243,45.86128
194.59476,47.90573
183.213006,44.683168
178.491255,45.575258
135.59957,47.236666
179.272029,44.766664
193.961443,47.331986
193.766412,48.162679
183.554482,45.830784
185.104896,44.770467
184.831797,44.878136
182.441936,45.008113
193.649219,47.492179
154.087622,47.571692
136.169497,47.820544
145.98534,50.004216
135.305361,47.062413
139.185032,47.646277
179.000992,46.690434
150.806074,48.049299
178.415532,45.025826
187.310262,46.331349
150.246271,49.206674
149.377548,49.296717
139.286608,47.09025
180.877645,45.489684
183.912004,44.045859
140.527443,50.278498
148.228803,48.565461
194.835766,46.512624
180.152961,46.288523
192.227899,47.669421
187.822654,46.158649
178.661232,44.589809
187.097323,44.862376
138.491742,46.238476
178.070411,46.416574
194.267063,48.696792
184.904639,45.062392
194.510944,46.624883
182.370449,44.443473
137.946998,50.383199
179.798712,45.061521
182.326777,45.940111
187.307689,43.940808
182.193565,44.04079
151.411442,49.962158
184.842113,45.655698
193.230773,46.550767
176.807575,45.265113
147.451699,48.58521
191.70664,47.219922
192.747409,47.671798
153.843128,46.153835
193.50526,46.536042
182.857047,45.061803
182.229089,45.450722
179.179406,44.067694
130.061539,46.107244
145.656512,47.809058
186.464656,44.069254
191.844749,47.541039
185.801554,45.627028
192.578411,47.988085
186.981224,45.915342
179.411946,45.556961
187.574167,43.821982
145.204329,47.449478
183.231434,45.746853
193.852237,47.20131
192.727009,47.868996
137.145955,45.877883
182.760921,45.65381
178.891466,46.224466
187.079756,44.983755
192.102691,47.116954
134.726113,47.017134
179.598356,43.804344
137.631799,49.209428
180.011647,43.832125
177.696857,45.675765
139.398432,48.92267
194.960616,47.70559
137.936603,47.206091
185.793719,44.595754
145.686363,45.9647
186.793167,44.127703
193.933326,48.224967
193.366478,48.839426
177.462234,44.162578
150.534776,50.11731
158.255131,46.124771
177.473218,45.342691
182.441936,45.010734
188.712626,44.78827
193.810923,46.065735
138.708801,46.46332
183.618485,46.467944
193.682599,47.502096
156.089683,49.003287
223.141209,41.832392
183.429224,46.487105
180.897834,45.180209
195.708839,47.337702
195.873961,47.907491
139.347321,48.114407
193.253016,46.605267
186.987246,44.390209
238.87482,62.799912
192.005431,47.964984
192.061948,47.051761
191.881732,48.124834
191.861644,47.327082
187.961637,44.063908
179.752145,46.086746
193.089642,46.829088
133.30307,46.87742
194.318125,47.07901
180.030647,45.223324
177.318829,46.120218
143.890502,48.126655
193.718988,46.864504
177.446431,45.086326
143.20182,48.700974
150.173241,50.812827
153.33567,47.974267
193.197077,47.910189
180.412087,44.442165
193.933326,48.224967
195.468168,47.687654
179.27173,44.691069
181.536712,44.325357
195.166557,47.367298
177.885236,45.529008
179.652768,45.720932
149.463787,48.800604
193.605722,48.118511
183.953795,46.064805
139.995114,49.727976
187.51467,45.324864
194.835766,46.512624
193.729422,47.733332
184.254553,45.904927
156.15712,50.099873
139.012029,46.001224
154.913173,48.118944
177.446431,45.086326
138.942367,49.704605
186.000394,44.915533
153.432409,50.824866
193.856388,48.894856
193.063115,47.275692
195.161847,48.287852
151.713174,49.358164
143.531285,47.776369
186.408544,44.747281
193.756135,46.879538
178.985566,46.804782
186.906745,43.697732
193.301614,48.633383
186.3891,46.074954
136.333582,45.785046
195.468168,47.687654
136.798945,47.647451
193.34106,46.828253
143.676245,46.784313
192.973393,47.620079
191.861644,47.327082
176.011913,44.005824
176.74576,45.063038
193.301614,48.633383
144.174165,46.820858
173.494012,44.968569
140.328363,49.193616
184.794027,44.919138
185.965331,46.088218
194.54982,46.563797
191.896196,47.157154
181.662452,46.107002
175.819683,43.813101
175.419713,44.83714
193.872344,46.147838
175.096616,44.906312
144.900619,47.60485
176.218791,44.770586
181.092723,45.344259
145.005814,47.636571
187.075346,44.100218
185.959992,45.619863
173.276017,44.510678
150.276067,48.883031
192.804412,47.822915
176.247773,45.879572
185.475977,45.436337
193.146933,47.495498
182.612007,43.890875
174.702556,45.002178
180.535585,44.73845
174.553205,45.931161
153.47966,46.061372
188.645153,44.543365
194.543301,46.979402
186.07506,44.686727
182.046224,45.543415
173.062676,43.951569
184.541718,45.558227
195.37236,48.250357
185.480083,45.792348
172.758972,44.060943
186.319156,46.369704
178.2193,45.564688
136.552526,46.562356
178.120585,46.113275
195.031456,46.561853
136.031875,48.551528
146.516974,48.435393
128.569461,46.553515
176.775698,45.110012
183.874568,45.142267
187.770116,44.096311
193.161403,46.845604
182.694274,43.774538
175.062312,46.060876
187.418998,44.388466
180.006551,45.310249
188.141913,44.206993
186.313847,44.655071
179.399574,46.101883
178.580281,43.974296
187.929912,44.517195
175.176899,45.239723
176.165147,45.612173
195.373454,48.244328
174.371507,44.535321
175.142247,44.096418
183.203046,45.727458
175.04237,45.956084
192.265991,46.900142
176.125517,45.958477
179.411814,46.08873
172.710604,44.541761
173.751323,45.578942
139.185845,48.045797
193.098482,48.236279
177.442367,45.095324
175.860619,46.172135
173.127031,45.633744
175.394829,44.012931
185.000818,45.779752
174.128931,45.749225
193.561634,48.25584
154.582046,49.461768
193.766412,48.162679
153.435758,45.978841
134.570561,46.441407
185.942901,46.001989
150.418686,49.261382
179.752145,46.086746
176.553105,44.814578
187.980106,43.889409
195.374279,48.243352
175.735024,45.807882
173.927624,46.220157
175.165912,46.382733
194.549926,47.77656
177.446431,45.086326
186.231022,45.710081
156.321218,48.5371
174.550431,44.886143
187.968642,45.078067
187.191803,44.862507
176.167907,43.832031
138.535189,48.440474
176.253728,43.885391
173.661932,44.109002
136.138639,46.435365
137.938918,49.577471
193.011771,46.979592
178.323027,43.909729
193.480126,48.701386
173.893268,44.728851
193.63412,48.48621
177.576831,44.813503
187.237469,44.340527
174.231238,44.617673
176.869934,44.353147
160.729929,48.868537
192.428872,46.959638
179.630825,43.947869
193.756135,46.879538
162.592636,49.296712
187.079756,44.983755
162.709862,49.898513
173.371812,45.762581
182.007288,45.424349
193.0696,47.26069
181.730625,44.100858
173.861357,44.793557
160.772452,48.807954
163.081023,49.802322
176.088462,45.661483
176.333066,43.91463
186.375875,45.520806
179.790789,45.560511
142.837484,46.53849
161.063558,49.650461
161.249371,48.868401
153.097248,49.569751
177.864349,45.533328
174.312448,44.964046
176.058688,45.671483
175.062312,46.060876
193.682599,47.502096
158.172046,48.565607
161.589221,50.023052
194.26332,48.112487
137.065315,49.575754
175.723815,46.404329
175.515949,45.71833
172.578929,45.176457
162.172143,50.75915
178.639084,44.311122
185.380001,44.799304
172.647903,44.429022
176.186972,44.655428
162.936941,49.197004
133.058066,50.282142
139.726983,48.196884
189.405221,44.310594
174.801395,45.898248
162.180561,48.78817
193.098482,48.236279
193.089642,46.829088
162.350314,50.024864
192.512472,47.375866
184.276783,44.664599
138.319859,47.476957
151.08816,50.736901
161.540218,49.543948
186.53803,45.980277
195.651179,47.385445
161.553664,48.795226
161.036138,49.554931
194.569681,48.263388
160.778062,49.169787
150.047831,50.748097
136.315077,47.875536
163.124681,50.106166
162.344419,50.105994
186.478317,44.93934
186.119882,46.018605
149.652602,50.688419
173.336734,45.524393
162.767622,50.704648
161.446841,49.306526
178.843691,45.659824
186.834457,45.726289
149.848349,49.75778
152.768449,49.069161
172.758972,44.060943
179.89892,43.711671
174.518551,46.379068
174.089007,44.436817
175.515949,45.71833
192.597749,47.907371
161.036431,48.702067
162.91847,48.671294
138.381933,50.632591
162.442265,49.959479
185.369351,44.263433
178.115285,44.38595
143.349844,47.035606
138.578391,48.315311
173.026748,45.552376
177.949341,44.095923
173.494012,44.968569
189.33318,45.160015
160.970156,49.963021
140.074644,50.368987
176.592689,44.415121
181.548961,44.857083
183.744136,44.897968
185.759063,46.067227
173.708807,46.126733
163.251076,50.042945
187.392096,44.441821
162.377772,49.169669
179.215404,44.203541
174.966655,45.121
186.731716,44.085315
162.093113,48.726354
174.027183,43.979178
172.799114,44.13735
133.696033,46.409483
183.396413,44.242286
138.393435,50.028035
193.709193,47.022934
187.075346,44.100218
138.293693,47.914119
163.747713,50.412071
188.115441,44.934778
195.364165,47.334891
154.29882,49.087988
186.830164,43.969813
139.593052,49.849137
194.156617,47.700231
161.795985,49.324073
176.167645,46.177212
195.262961,47.413512
161.246424,50.228124
173.630732,44.486747
174.623139,45.152279
194.933999,47.294043
193.50526,46.536042
162.178751,49.919199
162.211055,50.233006
185.912496,46.188928
174.440834,44.511307
186.484047,45.64724
163.75274,49.497346
188.165212,46.360035
146.61717,46.635426
163.791955,49.597879
176.013638,46.111093
153.203131,49.354899
175.41557,46.54515
162.539815,49.537927
177.715137,44.020978
182.326777,45.940111
172.75006,45.124544
176.533809,45.907738
192.85252,48.290379
160.51833,50.232931
195.664557,47.701579
138.516236,48.89135
162.81156,50.016124
195.457305,47.697043
136.606829,47.860851
187.209877,44.788321
155.8865,50.128717
181.249149,45.992535
193.677249,47.446788
188.644867,45.97188
145.904354,50.276217
192.847762,48.292057
195.060627,47.80965
172.970977,44.133182
140.167517,48.784626
163.291237,50.283437
161.297166,49.621506
195.725825,47.486765
194.437129,47.225569
186.352735,45.251516
194.386582,47.525614
154.860265,49.261567
192.02207,47.282642
175.062312,46.060876
186.31849,45.984643
163.575586,49.571893
173.330333,45.071378
187.286951,44.660556
173.330703,45.336173
160.541148,50.30153
193.682599,47.502096
162.310237,48.68016
187.377787,45.627404
185.370502,44.265425
160.795518,50.882087
162.168583,48.633787
161.350765,49.527843
175.384719,46.076321
161.945932,48.903682
177.14632,45.36385
194.67866,47.037289
172.921517,45.883827
195.322968,48.059225
173.417115,44.347584
173.700335,44.19491
163.662989,50.028229
160.969223,49.760313
193.676844,46.117537
173.739221,43.908762
180.24277,45.046356
193.033203,46.412522
175.731839,44.88921
180.362567,44.881612
154.521009,50.000926
170.292632,44.569638
138.632581,47.230544
178.115285,44.38595
187.191803,44.862507
184.60522,45.639681
169.388654,44.900418
194.042394,48.447491
178.320667,45.695736
178.268424,46.058691
195.158258,48.245446
170.769116,43.794798
193.845613,47.575567
170.388734,44.988286
169.903206,45.159731
172.444454,44.366206
172.437154,44.450409
174.51569,46.006769
194.393883,48.193496
152.314222,48.820535
162.81156,50.013519
160.541148,50.30153
195.37236,48.250357
169.452624,44.982955
174.269155,44.734349
194.903922,46.51091
134.535996,46.833733
168.68271,44.466948
171.270379,44.278795
160.778244,50.296118
172.647903,44.432659
154.106791,50.147026
175.112122,43.988562
174.702556,45.002178
172.371464,45.340266
161.919308,48.893057
170.69478,45.176705
177.848445,45.688261
176.790157,44.178606
193.30287,48.709537
154.957929,49.475411
163.301581,49.632159
193.30287,48.709537
146.144137,46.757635
169.142082,44.452617
171.366385,45.694811
169.88743,45.183849
150.010358,49.039428
169.522402,44.149043
193.729422,47.733332
188.769588,44.563685
171.492866,44.954401
169.760419,45.610416
174.029561,43.821956
151.865963,49.409934
171.816195,44.771002
163.506565,49.956948
170.772601,45.124525
160.99594,49.777323
170.323359,45.324374
161.301847,50.98249
170.265222,44.015866
170.091259,45.891199
171.510813,44.208326
163.432442,49.497855
177.820212,44.601999
163.499481,49.659679
160.804095,50.875435
170.964082,44.363764
171.911341,44.974456
138.746994,49.055606
169.251096,45.406949
173.426143,46.294568
175.710539,46.387958
160.601468,49.301962
162.696798,49.093088
168.776463,44.311792
179.493122,45.728803
171.886494,44.946775
190.25939,43.88191
170.977064,44.646681
190.37494,43.983307
181.020165,45.583299
169.041017,43.794337
139.517101,46.677517
170.496346,44.8854
178.491255,45.575258
172.77109,45.280603
168.66218,45.100253
155.839628,50.572903
193.359886,45.651165
170.159166,45.126865
151.668129,49.586726
191.882185,46.494442
191.375473,44.781023
174.445028,43.784199
192.151808,45.020156
163.144509,50.764722
136.032436,45.859641
162.108048,49.482125
190.701043,45.040465
178.517896,43.882705
190.093337,44.845826
170.502495,44.524081
189.549102,44.253409
170.555083,43.847622
169.18719,44.00945
184.821178,46.109587
152.421499,48.614263
162.17436,49.922339
177.19017,44.097221
191.793374,43.821653
191.236375,44.777122
172.50817,44.684885
174.393421,43.910103
190.031632,44.200209
191.403292,45.418897
191.569484,45.997507
169.225476,45.269993
170.615935,45.098873
170.488417,44.388828
188.692663,44.090667
187.934778,44.149256
193.593945,46.551711
139.253669,46.748504
193.205589,45.552751
192.70648,44.507761
192.726933,46.588962
189.622532,45.782105
185.342757,44.77011
193.346696,45.993855
175.112122,43.988562
173.015353,45.76709
169.0877,43.728623
169.678538,45.579905
177.46529,46.028754
170.492702,44.907342
162.232202,49.184573
191.721014,45.919354
162.539815,49.537927
192.090901,46.680219
192.275162,46.151162
170.433043,46.209713
168.863507,45.563519
191.492826,45.199497
170.599822,45.194759
190.25939,43.88191
169.583429,46.487998
178.992247,44.772402
195.044803,46.896096
187.069303,46.335593
174.842917,46.515467
158.485613,46.55243
171.837409,44.302537
170.278826,43.797768
169.770496,45.732068
191.53392,45.726601
179.179406,44.067694
193.568592,48.835367
170.210321,45.873906
138.234898,46.921139
194.244034,47.340674
192.871282,43.824029
192.193348,47.823715
189.703285,45.910231
191.956649,46.021782
138.397909,47.51243
145.762412,46.992442
171.696222,45.356211
192.573987,45.057099
175.278469,46.181664
168.479748,45.795848
191.380309,45.114255
175.53936,45.384734
192.682589,48.143351
162.138076,48.525848
193.205589,45.540989
174.510954,44.120614
186.505029,44.932175
232.01775,60.084207
184.740023,45.121886
169.585034,45.745977
161.342771,51.099127
170.360507,44.870834
187.06444,44.097267
191.793374,43.821653
187.258563,45.16738
177.5058,45.923055
137.905887,47.72897
194.159301,47.258899
169.059849,44.78382
173.494012,44.966515
188.855312,44.489411
168.627628,44.543189
179.450946,44.939877
149.602641,47.429467
193.61408,46.108485
192.096268,47.88134
185.340734,44.757149
173.336734,45.524393
189.755106,44.456596
163.108775,49.116735
193.654888,47.033833
184.950393,45.27891
187.006945,44.014046
173.517839,45.074571
138.699092,49.03958
174.6199,45.672387
175.137494,44.103038
170.17355,43.952693
177.564923,46.267946
194.643412,48.687313
179.220039,45.653807
193.359886,45.659117
192.001063,45.962763
177.525965,45.673336
170.751917,45.109545
170.769116,43.793827
170.278272,46.682384
195.129996,48.294088
192.345903,44.74636
169.118994,44.128703
170.503395,46.478103
192.326437,43.8826
162.874314,50.81092
193.53079,44.258431
171.246639,44.437319
138.937099,50.474905
151.261118,48.621972
160.413037,50.656315
179.530915,43.699548
191.456966,46.14227
192.09843,47.637457
162.306745,48.677964
195.787153,47.067502
191.005194,44.712346
151.927025,46.522022
193.073254,46.478873
171.733654,44.240836
184.019772,45.342989
191.655115,46.396123
190.432181,46.131044
175.106579,44.327839
193.297532,45.013992
170.682296,44.197146
129.332643,47.167358
189.870455,45.053404
138.56012,49.941191
176.655212,44.876029
172.437154,44.450409
190.383238,45.38831
189.826189,44.324501
192.07997,46.036347
189.883507,45.242921
169.108684,43.734371
168.862013,44.523165
186.313007,45.698604
163.925275,49.081951
174.685359,46.32864
193.34106,46.828253
192.278651,44.920991
180.312741,44.012643
160.321912,47.185653
162.2536,50.962015
175.135648,46.666198
192.360898,45.521773
192.434628,43.902354
159.193151,47.385814
161.619323,46.628406
162.997705,49.171088
181.020165,45.583299
174.079385,44.167256
160.54883,45.893465
170.802399,43.901859
161.619323,46.628406
159.499126,46.652782
170.769116,43.794798
169.33174,44.179322
176.031203,44.008587
170.017215,46.129109
163.662989,50.028229
163.06492,49.695352
160.058446,47.333802
160.835768,45.929419
193.53079,44.258431
163.812374,50.354551
169.289562,43.897638
183.748911,45.317344
160.86219,46.352923
174.844338,43.762132
190.349113,44.127599
163.535918,49.661003
162.137249,49.744744
161.254071,48.047995
160.613737,47.475035
162.254112,49.078611
171.019018,46.188955
170.109326,45.011258
190.361115,45.590892
190.306529,44.414986
160.21548,48.117747
190.867582,45.355983
161.810137,45.98904
193.047052,45.20018
159.880952,46.203706
160.007588,46.812938
191.982761,44.352851
195.707756,47.917281
194.518431,47.542839
169.658955,45.572597
156.062902,50.617757
159.880952,46.203706
184.190546,45.22697
193.747118,44.160385
192.128097,44.957743
160.058177,47.064548
169.472557,45.581569
161.876896,47.995222
162.239262,50.146557
160.019616,46.411
161.587292,49.660585
169.071782,44.78208
165.55229,43.864962
158.663474,47.888168
190.127298,44.385677
165.885471,43.936383
164.611049,45.938937
162.37514,50.741087
171.853886,44.32341
171.89222,45.221007
191.418961,45.347814
194.239584,47.338951
166.848059,45.19462
138.439236,47.701191
182.159317,44.085865
173.652227,43.99521
193.717133,47.80403
190.772264,45.089252
165.875625,44.220372
188.959008,44.810592
174.879503,44.225919
167.891254,44.133641
192.128097,44.957743
166.600066,45.511271
193.448625,45.91486
170.343738,46.771809
168.522024,44.485187
166.142058,46.741393
166.039389,43.845449
161.876896,47.995222
159.31984,46.093701
170.610401,44.782129
132.957595,48.049888
168.529366,45.903535
166.011403,45.429717
193.297532,45.013992
186.030336,44.783129
159.935004,48.044832
168.009805,44.19295
193.856579,48.952462
173.440099,46.27956
162.251294,50.029418
164.642129,45.812245
192.781727,44.880526
171.329241,45.755227
166.75766,44.841057
178.682934,46.025849
189.765805,44.450333
168.646615,45.186812
193.676844,46.117537
136.50893,48.319228
177.949341,44.095923
175.842258,45.577291
192.80199,44.171489
161.71779,45.919479
169.455305,44.640271
193.619609,45.603096
190.316626,43.941643
188.215443,45.916901
139.393366,49.751299
159.403261,46.042909
159.612241,47.696131
169.393384,43.915243
160.79645,46.252549
192.306537,45.453749
166.142058,46.720903
159.933041,48.415072
190.319564,43.937851
171.079153,43.905527
159.77783,46.451831
166.328585,43.794594
160.913002,48.870303
166.512331,45.770989
153.415297,49.634626
167.345552,46.028474
161.906348,47.150764
168.294235,45.74574
194.600398,48.513889
191.463612,46.80427
176.247773,45.879572
175.199294,46.366973
190.170494,43.874611
193.479555,44.188093
194.694359,48.248322
189.702575,45.913842
194.437129,47.225569
170.06737,43.914607
175.212587,45.60618
164.604918,46.156974
181.730625,44.100858
168.768834,43.937107
160.496243,46.270535
185.419808,45.430745
169.455305,44.640271
190.541146,46.146985
160.409875,46.812865
174.454858,44.383342
173.330703,45.336173
169.254592,45.621905
153.167583,50.129014
160.953712,47.345846
167.042761,43.967952
189.767381,45.114205
190.667179,44.135298
159.336028,46.302543
159.698283,48.372014
193.672341,44.705181
161.965556,45.973182
176.869934,44.353147
170.875213,46.231968
190.241879,43.836152
165.909626,45.838698
182.335356,43.864656
161.603722,48.525252
190.962041,44.171005
158.861291,46.264161
173.739221,43.908762
167.599687,45.305615
166.525602,45.74475
176.785392,45.165313
162.90217,50.222609
161.721417,47.211897
184.122545,44.135043
160.876656,47.070389
167.762597,44.807134
193.000849,44.080458
190.772264,45.089252
160.467554,48.530736
171.911341,44.976079
158.85979,46.067313
190.579246,43.933902
167.153242,46.18221
177.191407,44.340116
193.566984,48.243162
170.977064,44.646681
190.26538,45.884594
191.313487,44.845373
194.401383,47.51854
168.299481,45.764058
192.359146,44.05656
160.948695,50.88259
159.727345,47.159897
165.363804,44.218415
165.521895,45.728972
160.117967,48.102203
191.108492,45.75756
161.35279,47.820144
166.420577,46.326747
167.42704,44.975121
177.886247,45.509546
139.275106,48.574613
150.045231,50.748097
159.049268,46.252195
193.321478,45.697579
191.731005,45.903837
166.510186,45.176037
166.105387,45.780081
161.985177,47.53357
165.23952,46.344983
166.142058,46.728045
184.272748,46.170379
166.292871,45.551778
166.443192,46.01528
168.962289,43.797021
161.521868,47.708373
173.577824,45.116317
230.028958,48.757007
176.498091,44.400678
170.971611,44.605556
159.868343,48.132065
165.297301,46.199554
190.367756,46.016134
169.903206,45.159731
138.680827,48.086769
162.337412,46.187948
158.806899,47.634141
167.125111,45.130783
170.224497,44.158155
187.046245,44.768988
160.361624,46.918149
229.553641,47.374021
163.506565,49.956948
162.641982,48.693923
195.885343,47.110718
229.107182,47.493149
165.577809,44.490285
165.909652,45.178517
160.776923,50.797741
166.142058,46.728045
160.891673,49.615123
172.166913,45.884902
148.41679,47.164178
166.897297,43.803614
151.751234,49.159986
192.44523,46.406812
162.180929,48.474706
167.823996,45.876286
193.614225,45.736728
170.887534,45.046421
165.94017,43.987858
228.82874,48.658356
190.487729,45.765298
166.860708,43.879122
175.360016,45.830254
190.385754,45.937564
167.526289,46.02312
166.518729,45.74475
227.934865,46.883097
163.655671,49.795628
171.041409,44.246691
138.381029,48.710221
229.558189,48.899204
191.233468,44.056885
230.368124,48.666121
164.864981,46.121145
230.857768,46.991941
166.957184,45.36086
161.411555,47.861089
170.89068,44.263236
193.12796,43.925899
162.115009,50.359953
184.314913,45.587275
192.090901,46.680219
160.675572,47.016456
167.069798,46.03475
167.153242,46.18221
167.600434,44.158776
230.097378,48.405533
159.064581,46.931168
169.622815,45.983425
187.310262,46.330287
231.009655,46.96794
192.857565,46.590375
229.744607,48.020388
161.706439,50.870778
191.995602,47.402579
193.53079,44.258431
169.393384,43.915243
230.635851,48.007697
161.622924,48.186663
166.406253,43.876511
162.946396,50.880649
167.548065,46.182392
165.945646,45.576795
160.476455,48.475903
230.689695,47.770876
191.967288,48.148419
185.954578,43.980462
159.431415,46.31985
165.122458,44.576255
229.183359,48.481108
167.153242,46.18221
191.910434,47.794312
174.244697,44.62313
161.220065,48.051243
164.559901,45.599675
149.067921,48.882062
145.794081,47.526122
162.234391,46.229251
160.68185,47.093028
159.544081,47.113754
190.824544,46.037754
166.992288,45.033699
190.672035,44.94073
161.595876,45.882068
161.911841,46.317824
166.664697,45.05374
215.709966,50.787141
195.525265,47.768508
170.904178,45.109845
213.550194,49.294749
158.806899,47.634141
216.771524,50.528183
216.12853,49.099738
184.54344,44.400727
159.193151,47.385814
165.884361,46.217071
170.958912,43.900871
151.827443,47.108325
177.297083,44.566956
190.424351,46.187233
180.42805,44.339681
213.856826,50.907704
168.101516,44.260414
228.148593,48.600021
169.388665,44.344329
166.193459,44.922329
214.06585,48.956582
216.875486,51.123093
180.234517,45.043297
166.08906,44.649677
171.027573,45.807133
150.680174,50.151543
167.090866,45.385508
161.193288,49.169366
190.006759,44.771168
166.529683,45.779824
159.431415,46.31985
170.716063,45.87012
169.075545,45.357734
193.269115,44.960008
175.386703,46.486244
213.475881,50.873108
214.989091,48.977732
194.201834,46.817508
169.777473,43.942338
185.772441,44.048094
171.006875,44.144078
175.407225,46.392537
176.275251,44.567259
190.890668,46.428994
170.371694,44.875677
215.246803,48.494318
166.039389,43.845449
172.336223,44.546043
165.753888,43.670201
230.831612,48.282237
216.900399,50.934015
229.050046,46.657913
214.683308,49.97393
216.589574,48.97897
214.961113,49.214854
193.479555,44.188093
190.366031,46.081109
186.415908,44.583705
169.230804,45.883255
137.268758,50.552011
169.601733,44.918051
138.23795,49.640295
165.707493,44.267818
174.859122,45.248046
192.098417,46.471553
160.970156,49.963021
190.154665,45.652009
159.938374,46.775369
193.076296,45.087731
216.208628,50.611802
175.176899,45.239723
165.435767,44.083017
215.221562,49.368838
160.007604,47.602223
178.533123,45.882994
193.34106,46.828253
159.834543,46.106895
167.42704,44.975121
191.297776,44.566263
170.977064,44.646681
174.573638,45.19409
216.261398,48.870637
189.732266,44.1433
230.977488,48.223166
171.928128,44.638992
228.737882,46.434827
168.901659,46.130001
216.697685,49.626055
166.701285,45.993228
175.021146,46.739422
168.086199,44.263136
169.415615,45.101707
161.166723,49.694634
183.315267,43.70534
168.68271,44.466948
216.47039,50.720646
148.94702,50.535159
166.378455,44.761052
216.537148,48.796556
193.343223,44.260923
160.857565,46.183164
228.311236,47.304543
165.495831,45.228047
216.30618,50.590288
167.265888,46.039386
168.985296,44.373307
167.394936,46.32702
216.053722,51.032256
229.954361,47.734117
229.754889,48.792524
179.036572,45.960925
214.031636,50.853673
158.749171,47.013325
216.236801,48.862162
186.413526,44.810362
168.280021,45.140883
213.398678,48.934822
215.570506,48.572875
166.608928,45.67454
166.206591,44.00638
230.731679,47.292476
184.807435,45.443046
186.084974,43.802886
204.37804,46.355001
230.247581,48.667774
192.698382,48.433109
215.709464,49.274875
203.788351,45.272036
167.875971,45.569826
214.01906,49.900106
158.752986,46.9328
162.152013,47.739379
204.200634,46.3138
231.056495,48.30488
203.603563,46.165954
214.628302,48.840815
203.906545,43.977584
215.228807,48.882316
170.757759,44.625782
166.885715,45.924825
215.836891,48.769913
162.054391,46.176189
215.836739,51.16812
204.043163,46.385246
214.968429,50.815412
166.897297,43.803614
159.698283,48.372014
229.494008,47.684918
216.612813,50.449274
161.067808,47.206317
172.75006,45.124544
191.987275,46.174886
166.765912,43.934996
203.500103,44.329421
168.0389,45.089499
166.601152,46.024196
203.52248,45.870903
215.767616,49.721909
203.934942,45.726348
156.827358,49.736435
213.969406,51.149551
159.157952,47.699469
167.065652,45.256769
175.270396,44.845916
166.12354,45.109752
215.312328,48.65987
191.8615,46.768803
193.415175,44.33776
168.034659,45.823946
191.796395,43.829931
170.588119,44.61816
191.137579,46.018183
213.135019,50.607275
191.029635,45.00672
174.801395,45.898248
216.595169,49.691619
215.838944,48.934097
204.74304,45.666167
214.404778,49.106555
203.84232,44.591806
185.664938,46.038151
205.01871,44.069415
203.122846,45.842449
203.496414,46.368897
175.381078,45.77023
193.687093,46.575134
215.524374,50.182093
202.268026,44.654322
229.977179,48.585062
194.156617,47.700231
195.669955,48.02474
202.655258,44.132692
169.992286,46.038245
202.766938,45.68028
202.364181,45.489965
161.220065,48.051243
166.247038,44.664673
213.846552,49.971881
213.72312,50.055214
216.722185,50.75961
214.589903,48.870522
213.045426,50.623894
205.644109,45.918001
215.442702,48.803161
203.289054,45.469936
171.396871,44.769537
205.327757,44.707337
175.877204,44.365735
216.886648,50.493981
193.321478,45.697579
162.294921,49.346285
165.611776,44.259961
205.88518,45.542853
216.265453,48.721122
167.326865,44.308065
160.656559,50.573413
154.913173,48.118944
230.744511,47.587058
229.775312,48.791869
215.347182,48.923341
215.870091,49.565646
203.274489,46.36634
204.817861,44.561724
166.880146,44.34652
167.875971,45.569826
161.603722,48.525252
188.979037,44.083989
205.510916,45.746327
167.329929,44.480638
159.430241,46.427372
174.77048,46.544808
205.174535,45.796442
171.663096,45.686112
204.630235,46.123849
159.902295,47.39956
228.876289,46.609439
203.289054,45.469936
214.050636,49.633077
213.324018,49.306485
204.190947,44.325178
203.195049,44.892904
165.421964,44.323958
187.463232,45.996211
203.008256,44.081738
167.689805,46.157679
165.533704,44.222346
188.696768,46.173787
193.686889,45.210872
161.166018,46.883063
194.99052,47.416984
216.898073,49.942698
202.766938,45.68028
159.880952,46.203706
215.149949,49.515601
171.619956,45.171925
205.238125,46.000737
214.570852,49.599347
196.001993,43.918276
196.679184,44.438702
197.610688,45.620403
230.91605,47.097231
176.577457,45.379033
158.633307,47.888168
205.397281,45.216373
194.282296,46.122017
214.683308,49.97393
215.087086,49.845225
160.510544,47.578603
166.701285,45.993228
194.279104,44.383022
215.370538,48.520109
168.842897,44.686671
194.373991,43.974556
213.376064,49.913398
197.2005,44.127004
216.56643,49.365192
213.182764,49.868218
229.405797,47.094069
203.968714,44.385212
145.518042,48.076923
203.038694,45.233448
216.334373,48.946013
196.414097,46.45768
189.645157,44.206212
197.014468,44.417077
158.685915,46.978026
189.812257,43.989522
197.830201,45.826708
165.870114,46.232697
195.860649,45.453001
193.140942,44.047623
197.421857,46.023437
195.629013,45.451217
181.940299,45.382275
195.525994,44.45891
196.809784,45.645298
214.477592,50.135601
204.716166,44.721229
203.734602,44.262405
194.671357,44.064324
194.94545,46.385746
204.874843,44.213068
167.191289,44.637455
194.10676,44.797562
