radio_name,host_name,RAJ2000,DEJ2000,z,e_z,LengthMpc,e_LengthMpc,FirstDisc,DateDisc,Ref
ILTJ002405.27+262245.7,,6.020329,26.381362,0.5933,0.00019,0.727,0.041,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,6.0832,-48.2691,0.268,,1.475,0.147,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
,,6.0838,-48.8115,0.9,,1.134,0.195,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
,J002422.62+005751.2,6.09425,0.964222,0.96461,,0.711,0.053,Mahato et al. 2021,2021-11-22,Mahato et al. 2021
ILTJ002423.98+291509.4,,6.100883,29.253721,1.702,0.604,1.062,0.115,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J002425.85+174753.9,6.107745,17.798319,0.26094,4e-05,1.449,0.025,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ002433.13+283405.7,,6.143381,28.57305,0.588,0.054,0.898,0.056,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002439.27+185540.5,,6.163181,18.928303,0.5732,5e-05,0.744,0.04,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ002449.49+273410.9,,6.207491,27.566916,0.298,0.031,0.771,0.063,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002450.19+272426.7,,6.20905,27.407214,1.729,0.01,1.211,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002457.05+344409.6,J002456.48+344408.8,6.235337,34.735799,0.28849,5e-05,1.02,0.027,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
,J002508.10+272756.2,6.283761,27.46562,0.0829,0.0084,0.714,0.067,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ002510.34+272329.1,,6.290529,27.386021,0.6395,0.00019,0.799,0.042,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002513.21+241504.1,,6.30546,24.251181,1.259,0.389,0.752,0.082,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002520.39+330036.5,,6.333677,33.010827,0.87,0.085,1.133,0.058,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002523.07+334626.6,,6.345463,33.773418,0.634,0.103,0.793,0.073,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002523.99+195614.0,,6.348288,19.933852,1.034,0.164,0.814,0.058,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ002524.93+221731.8,,6.354837,22.293851,0.45636,0.00012,0.708,0.036,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,,6.378,-49.7787,0.51,,1.3,0.166,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
,,6.40908,40.144661,0.08917,,1.343,0.12,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ002551.68+311131.9,,6.46528,31.193237,0.957,0.054,0.942,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002555.10+284246.0,,6.479133,28.712059,0.937,0.07,1.455,0.056,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002605.08+331905.7,,6.523486,33.319779,1.126,0.13,0.936,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002611.51+303237.5,,6.550487,30.543016,0.841,0.061,1.101,0.054,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J002613.63+114343.6,6.556792,11.728794,0.175,0.0162,1.783,0.133,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ002641.24+332425.6,,6.669388,33.412916,1.187,0.264,0.922,0.069,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J002641.58+194212.6,6.673274,19.703504,0.1001,,0.926,0.083,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ002656.17+252050.4,,6.728461,25.34316,0.37429,6e-05,1.433,0.032,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002702.01+294910.5,,6.750574,29.81959,0.57952,0.00012,0.914,0.041,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,6.752,-47.775,0.84,,2.101,0.2,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ002717.03+280644.4,,6.815488,28.11159,0.655,0.058,0.728,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J002717.24+241009.2,6.821872,24.169245,0.02432,,0.73,0.071,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ002732.27+275355.4,,6.885143,27.89704,0.921,0.221,1.327,0.118,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J002743.21+173411.2,6.930055,17.56978,0.16579,2e-05,2.165,0.018,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ002751.68+270853.2,,6.968978,27.14201,0.5998,7e-05,1.413,0.041,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002808.16+320714.3,,7.035663,32.12226,0.918,0.121,1.354,0.072,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ002822.54+252216.9,,7.091628,25.371238,1.085,0.11,0.771,0.053,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ002833.71+321746.1,,7.141603,32.296382,0.458,0.03,0.896,0.048,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002836.68+275301.8,,7.151168,27.88512,1.199,0.25,0.73,0.06,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ002837.84+280634.4,,7.156356,28.108839,1.263,0.447,0.889,0.118,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002849.34+315023.4,,7.207118,31.829433,1.14,0.283,1.191,0.093,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002851.04+272715.3,,7.21059,27.454613,0.965,0.205,0.947,0.077,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ002901.84+341142.8,,7.257233,34.192647,0.671,0.031,1.678,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002914.91+184248.2,,7.312107,18.715026,0.412,0.04,0.882,0.062,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ002924.81+234737.0,,7.353718,23.793648,0.645,0.053,0.75,0.05,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ002938.35+343036.6,,7.410885,34.510653,0.41704,7e-05,0.702,0.034,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,7.4194,-46.0246,0.5,,1.048,0.162,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ002943.72+295700.3,J002945.19+295714.5,7.438331,29.954046,0.14369,2e-05,0.985,0.016,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ002947.19+320221.6,,7.446428,32.038934,0.718,0.062,0.81,0.053,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003010.58+170948.6,,7.542431,17.164193,0.406,0.041,1.367,0.09,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003029.57+192447.1,,7.609256,19.42614,0.52,0.043,1.762,0.086,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003030.85+300206.2,,7.627381,30.035324,0.765,0.07,1.546,0.069,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003030.77+203402.4,,7.631674,20.572043,0.239,0.014,0.941,0.048,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003034.96+313159.6,,7.645329,31.532117,0.754,0.084,0.745,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003038.41+274948.8,,7.660029,27.828939,1.319,0.186,1.099,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003040.30+343607.0,,7.667361,34.601285,0.58992,0.00019,0.766,0.041,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003040.01+223214.7,,7.667863,22.538248,0.44261,7e-05,0.706,0.035,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J003047.21+350610.8,7.696734,35.103009,0.2411,0.0167,1.578,0.084,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ003055.55+193930.9,,7.731684,19.657493,1.369,0.488,0.81,0.104,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003101.85+193443.5,J003103.98+193452.8,7.766587,19.581341,0.30909,4e-05,1.577,0.028,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
,J003104.08+082609.5,7.767009,8.435979,0.34516,9e-05,2.939,0.03,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ003122.41+252942.6,,7.843508,25.494496,1.106,0.162,0.791,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003125.31+331737.0,,7.855001,33.294917,1.068,0.123,0.702,0.053,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,7.9993,-48.4343,0.65,,1.322,0.18,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ003200.27+264012.6,,7.999992,26.668677,0.5,0.01,0.74,0.038,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003210.42+232755.1,J003210.50+232755.0,8.043792,23.465278,0.63934,,1.156,0.066,Mahato et al. 2021,2021-11-22,Mostert & Oei et al. 2024
ILTJ003216.66+185205.7,J003217.09+185256.1,8.071208,18.88225,0.53067,,1.021,0.065,Mahato et al. 2021,2021-11-22,Mostert & Oei et al. 2024
,,8.104998,42.459675,0.17765,,0.891,0.075,Oei et al. 2022,2022-10-24,Oei et al. 2022
,J003227.60+091124.9,8.115039,9.190261,0.3504,0.0237,2.414,0.111,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ003234.64+332334.3,,8.144873,33.389105,0.66526,0.00013,0.782,0.043,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J003243.79+400002.8,8.182464,40.000789,0.0746,0.0091,1.062,0.118,Oei et al. 2022,2022-10-24,Oei et al. in prep.
,J003246.61-060533.8,8.19425,-6.09275,0.754,9e-05,1.716,0.045,Mahato et al. 2021,2021-11-22,Mahato et al. 2021
ILTJ003248.90+213247.2,,8.205663,21.548663,0.66657,0.00019,0.895,0.043,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003324.19+292616.8,,8.350865,29.436845,0.915,0.058,0.84,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J003324.96+344151.0,8.354012,34.697526,0.4787,7e-05,1.512,0.037,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ003326.27+254802.9,,8.354609,25.790902,0.833,0.367,2.437,0.558,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003346.45+184940.4,,8.443914,18.828554,1.213,0.132,0.714,0.053,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003349.33+170636.0,,8.45259,17.10114,0.826,0.294,1.375,0.23,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003405.32+225113.4,,8.527824,22.85031,1.049,0.077,2.775,0.065,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003415.55+315627.1,J003412.90+315603.0,8.553777,31.934169,0.27398,3e-05,1.138,0.026,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
,J003419.17+011836.1,8.579917,1.309944,0.872,0.01,0.825,0.048,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
ILTJ003439.08+253845.5,J003438.23+253836.2,8.659298,25.643404,0.23229,3e-05,1.009,0.023,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ003442.72+330147.2,,8.679186,33.029452,0.83,0.069,0.978,0.054,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003451.26+212840.3,,8.719446,21.481973,0.781,0.054,0.95,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003501.74+240706.1,,8.755358,24.12068,0.894,0.01,0.869,0.048,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003501.57+225919.3,,8.756576,22.988855,1.265,0.187,0.819,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003504.06+255813.9,,8.759519,25.97415,0.923,0.097,0.787,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003521.87+233625.9,,8.840607,23.609317,0.61342,0.00013,1.127,0.042,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003531.73+222859.4,,8.878065,22.485379,0.584,0.01,1.057,0.041,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003534.45+221937.8,,8.895833,22.330969,0.38506,8e-05,0.906,0.032,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003548.79+193522.7,,8.952257,19.590172,0.776,0.025,0.816,0.046,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,8.9547,-48.4161,0.94,,1.405,0.194,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ003553.89+191413.7,,8.978162,19.236381,0.6353,0.00031,1.657,0.043,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J003556.66+404026.9,8.986106,40.674164,0.2497,0.0375,1.251,0.142,Oei et al. 2022,2022-10-24,Oei et al. 2022
,J003617.13+242418.7,9.071417,24.405195,0.6742,0.0959,2.071,0.132,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ003618.83+194354.2,,9.079915,19.732961,0.939,0.126,0.75,0.056,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J003621.53+211421.1,9.089711,21.239216,0.1096,0.0088,2.045,0.145,Oei et al. 2022,2022-10-24,Oei et al. in prep.
,J003622.99-025821.5,9.095792,-2.972653,0.294,0.0569,1.218,0.171,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ003623.35+225917.2,,9.098282,22.987352,0.392,0.075,0.777,0.1,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003621.03+253500.9,J003626.99+253704.7,9.11245,25.61799,0.23348,2e-05,2.671,0.023,Hardcastle et al. 2023,2023-08-29,Oei et al. in prep.
ILTJ003632.71+203746.6,,9.136591,20.635846,0.641,0.089,0.943,0.072,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J003634.63+185405.5,9.144317,18.901534,0.1308,0.0117,1.629,0.125,Oei et al. 2022,2022-10-24,Oei et al. in prep.
,,9.1483,-41.6435,0.57,,1.027,0.168,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
,J003635.69+242051.0,9.148739,24.347512,0.3733,0.033,1.368,0.083,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ003636.32+302408.6,,9.151784,30.401743,0.812,0.064,0.752,0.05,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003644.27+183450.7,,9.184351,18.582101,1.069,0.151,0.965,0.058,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003644.94+254216.6,,9.188374,25.705015,1.103,0.189,0.838,0.059,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003649.41+193538.4,,9.205691,19.594209,0.973,0.112,1.113,0.059,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003655.48+235626.0,,9.227995,23.942457,0.40564,0.00012,0.855,0.034,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J003706.28+104250.0,9.276195,10.713917,0.1371,0.0083,1.308,0.068,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ003718.56+231515.7,,9.326604,23.252973,0.885,0.11,0.803,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003717.73+195852.1,,9.328623,19.978292,0.17731,2e-05,0.747,0.019,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J003719.16+261312.2,9.329839,26.220081,0.14769,1e-05,1.552,0.016,Dabhade et al. 2020 / prior,2020-08-05,Oei et al. in prep.
ILTJ003748.83+311358.1,,9.459877,31.230081,1.071,0.784,0.708,0.28,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003751.07+185110.5,,9.462974,18.85346,0.504,0.068,0.712,0.063,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J003754.58+002717.2,9.477428,0.45479,0.58926,0.00017,2.212,0.041,Dabhade et al. 2020 / prior,2020-08-05,Oei et al. 2022
ILTJ003807.75+270923.2,,9.533153,27.158059,1.334,0.357,1.284,0.091,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,,9.5398,-47.6938,1.17,,1.167,0.203,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
,J003809.89+093601.3,9.541234,9.600371,0.29411,5e-05,1.252,0.027,Dabhade et al. 2020 / prior,2020-08-05,Oei et al. 2022
,J003818.97+222602.9,9.579081,22.434141,0.25982,5e-05,0.897,0.025,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ003822.70+172712.8,,9.594165,17.454016,1.036,0.124,1.061,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003827.33+325711.8,,9.614872,32.953706,0.801,0.05,0.773,0.049,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J003830.89+110205.5,9.628717,11.034865,0.28013,3e-05,1.025,0.026,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ003833.86+312911.6,,9.639747,31.487513,1.909,0.668,1.621,0.149,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J003847.50+135602.6,9.697927,13.934081,0.1732,0.0323,2.179,0.332,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ003850.13+315003.9,,9.709499,31.833422,1.125,0.179,0.763,0.056,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ003854.29+201430.1,,9.726844,20.242332,0.793,0.18,0.96,0.098,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003903.25+313958.8,,9.767764,31.66492,0.777,0.074,0.818,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003912.37+213402.7,,9.804197,21.565819,0.771,0.253,0.694,0.117,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003921.15+215107.8,,9.840517,21.853458,0.39883,5e-05,0.899,0.033,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ003938.82+335710.4,,9.912262,33.953351,0.787,0.01,0.783,0.047,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,9.916167,-13.016333,0.10749,,1.737,0.151,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
,J003955.12+392931.1,9.979692,39.491977,0.99923,0.00487,2.765,0.049,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ004002.30+252550.9,J003959.82+252551.5,9.999254,25.430982,0.19917,2e-05,1.671,0.021,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ004001.13+274823.4,,10.005834,27.807803,0.734,0.111,1.074,0.078,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004017.06+255323.6,,10.073398,25.891674,0.744,0.07,0.811,0.053,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ004018.61+222324.7,,10.075868,22.391266,0.913,0.089,0.986,0.055,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ004021.29+284004.1,,10.086343,28.665677,0.915,0.066,1.022,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ004030.84+252005.4,,10.127817,25.335118,0.8218,8e-05,0.749,0.047,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,10.1491,-48.2885,0.53,,2.748,0.21,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ004041.73+310858.8,,10.173309,31.151203,1.022,0.092,0.812,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004054.99+180433.6,,10.231166,18.075144,0.395,0.035,0.923,0.06,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004100.14+165921.7,J004057.98+165949.0,10.241586,16.996958,0.6878,0.07,2.622,0.118,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
,,10.3071,-47.6373,0.4,,1.273,0.153,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ004132.38+263025.2,,10.382215,26.508764,0.49187,0.00013,0.827,0.038,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004136.25+291247.5,,10.38231,29.204887,1.258,0.237,3.356,0.12,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004138.83+251332.6,,10.411827,25.225173,1.027,0.269,1.662,0.146,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004145.91+322453.1,J004146.12+322452.6,10.442167,32.414625,0.434,0.1376,1.54,0.316,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
ILTJ004146.56+215523.3,,10.442315,21.922867,0.3712,8e-05,0.806,0.032,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ004200.62+212946.6,,10.50077,21.497489,0.851,0.078,1.23,0.059,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004207.64+245857.1,,10.530355,24.982332,0.767,0.068,0.851,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004221.80+290221.3,,10.59033,29.037764,0.705,0.069,0.996,0.059,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ004235.63+200935.3,,10.6513,20.159166,1.032,0.413,0.677,0.129,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J004241.17+135202.5,10.671543,13.867366,0.5614,0.0665,1.513,0.098,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ004240.02+244909.1,,10.676695,24.822347,0.678,0.087,0.801,0.062,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J004246.85-061352.9,10.695208,-6.231367,0.124,,1.085,0.094,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ004252.95+315020.9,,10.721295,31.84107,0.171,0.148,0.718,0.461,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ004325.64+231000.9,,10.853828,23.16608,1.122,0.092,1.226,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004328.29+275312.3,,10.86703,27.886024,0.48035,2e-05,0.898,0.037,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004342.29+184131.1,,10.925035,18.690686,0.363,0.036,1.115,0.078,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J004345.72+343834.4,10.940503,34.642892,0.1792,0.0089,1.255,0.054,Oei et al. 2022,2022-10-24,Oei et al. 2022
,J004354.33+122859.0,10.976397,12.483081,0.3107,0.0692,2.261,0.351,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ004359.98+313723.8,J004359.86+313720.2,10.999447,31.622291,0.62669,,1.159,0.066,Mahato et al. 2021,2021-11-22,Mostert & Oei et al. 2024
ILTJ004407.29+281549.0,,11.030818,28.263775,0.793,0.128,0.697,0.062,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004425.78+231001.3,,11.110357,23.1678,1.016,0.078,0.856,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ004431.00+314536.6,,11.124511,31.762939,0.749,0.053,0.733,0.048,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004430.02+275754.2,,11.125117,27.964432,0.749,0.068,1.328,0.064,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,11.1276,-49.2545,0.71,0.01,1.066,0.177,Andernach et al. 2021,2021-11-02,Mostert & Oei et al. 2024
,J004434.65+360753.0,11.144389,36.131403,0.2086,0.0205,2.487,0.192,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ004440.88+283659.7,,11.170338,28.617629,0.458,0.048,0.907,0.065,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ004446.59+302728.7,J004446.27+302714.7,11.192792,30.454085,0.1866,4e-05,1.278,0.019,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ004446.38+212102.1,,11.199046,21.339577,0.324,0.027,1.381,0.083,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004449.96+294645.2,,11.207276,29.780732,0.333,0.013,0.725,0.035,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J004449.76+223116.6,11.20735,22.521295,0.6,0.01,1.859,0.043,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ004452.91+204713.4,,11.219827,20.788019,0.43041,0.00016,0.802,0.035,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004454.46+230852.6,,11.225178,23.151082,1.281,0.223,1.148,0.059,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ004500.79+264340.9,,11.234331,26.727712,1.044,0.149,0.932,0.059,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,11.28688,28.79514,0.668,0.042,3.415,0.1,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ004511.06+343309.8,J004510.20+343322.0,11.292542,34.556133,0.17435,3e-05,1.119,0.018,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ004512.86+203840.3,,11.314639,20.64458,0.993,0.076,1.426,0.056,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004516.78+194538.8,,11.320673,19.762044,0.582,0.069,1.074,0.074,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J004517.11+382503.2,11.321292,38.417564,0.89,0.0956,1.643,0.071,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ004543.52+272903.8,,11.429484,27.484818,1.059,0.123,0.871,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004545.06+182136.0,,11.438445,18.358306,0.98,0.07,0.849,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ004547.43+342459.9,,11.452388,34.418765,0.50103,0.00016,1.417,0.038,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
