field_name,ra,dec,ra_min,ra_max,dec_min,dec_max,ra_size,dec_size
P001+26,1.79255,25.9207,0.004216666666695179,3.580883333333305,24.13236666666667,27.70903333333333,3.57666666666661,3.576666666666661
P038+34,38.4773,33.7654,36.43813333333337,40.51646666666663,31.726233333333337,35.804566666666666,4.078333333333268,4.078333333333327
P356+26,356.037,25.8705,354.20825,357.86574999999993,24.041750000000004,27.699249999999996,3.6574999999999416,3.657499999999994
P035+29,35.0688,28.7172,33.409216666666694,36.72838333333331,27.057616666666668,30.37678333333333,3.319166666666614,3.319166666666661
P014+24,14.1383,23.518,12.332883333333362,15.943716666666637,21.71258333333334,25.323416666666663,3.6108333333332756,3.6108333333333276
P008+28,8.53211,28.4894,6.704610000000029,10.35960999999997,26.661900000000003,30.316899999999997,3.6549999999999416,3.654999999999994
P014+29,14.4242,28.5406,12.641700000000029,16.206699999999973,26.758100000000006,30.323099999999997,3.564999999999943,3.564999999999994
P015+19,15.8222,18.5124,13.865116666666697,17.779283333333304,16.55531666666667,20.46948333333333,3.9141666666666044,3.9141666666666604
P006+36,6.54024,36.002,4.736490000000028,8.343989999999971,34.19825000000001,37.805749999999996,3.6074999999999426,3.607499999999994
P004+26,4.67263,25.9458,2.9034633333333613,6.441796666666638,24.176633333333335,27.714966666666662,3.538333333333277,3.538333333333328
P029+21,29.9985,21.144,28.13350000000003,31.86349999999997,19.279,23.008999999999997,3.7299999999999405,3.7299999999999938
P029+34,29.1396,33.6869,27.097100000000033,31.18209999999997,31.644400000000005,35.7294,4.084999999999935,4.084999999999994
P016+21,16.1269,21.0251,14.185650000000031,18.068149999999967,19.08385,22.966349999999995,3.882499999999938,3.8824999999999936
P341+26,341.66,25.7457,339.7245833333334,343.59541666666667,23.810283333333334,27.681116666666664,3.870833333333272,3.870833333333327
P026+34,26.0289,33.6604,24.018483333333364,28.039316666666636,31.64998333333334,35.67081666666667,4.020833333333269,4.020833333333327
P011+29,11.4778,28.515,9.673216666666695,13.282383333333305,26.71041666666667,30.31958333333333,3.609166666666609,3.6091666666666606
P004+33,4.28135,33.4724,2.4776000000000282,6.085099999999971,31.668650000000003,35.276149999999994,3.6074999999999426,3.607499999999994
P329+21,329.047,20.6176,326.9590833333334,331.13491666666664,18.529683333333338,22.70551666666666,4.175833333333267,4.175833333333326
P356+36,356.945,35.9184,355.0816666666667,358.8083333333333,34.05506666666667,37.78173333333333,3.726666666666607,3.726666666666661
P012+36,12.9424,36.0576,11.082816666666696,14.801983333333302,34.19801666666667,37.917183333333334,3.7191666666666072,3.7191666666666605
P016+26,16.191,26.0458,14.385583333333361,17.996416666666637,24.240383333333337,27.851216666666662,3.6108333333332756,3.6108333333333276
P356+28,356.757,28.3868,354.83450000000005,358.67949999999996,26.464300000000005,30.309299999999997,3.844999999999939,3.8449999999999935
P033+26,33.4894,26.1937,31.569400000000034,35.40939999999997,24.2737,28.113699999999998,3.8399999999999386,3.8399999999999936
P005+28,5.58716,28.4638,3.736743333333363,7.4375766666666365,26.613383333333335,30.314216666666663,3.700833333333274,3.7008333333333274
P012+31,12.2976,31.0321,10.515100000000027,14.080099999999971,29.2496,32.8146,3.564999999999943,3.564999999999994
P333+26,333.041,25.6717,331.0376666666667,335.04433333333327,23.66836666666667,27.67503333333333,4.006666666666603,4.00666666666666
P021+21,21.6742,21.0729,19.763783333333365,23.584616666666633,19.162483333333338,22.983316666666664,3.8208333333332725,3.820833333333327
P016+24,16.9616,23.5424,15.13785000000003,18.785349999999973,21.718650000000004,25.366149999999998,3.647499999999942,3.647499999999994
P007+26,7.55092,25.9708,5.7980033333333605,9.303836666666639,24.217883333333337,27.723716666666665,3.5058333333332774,3.5058333333333276
P032+34,32.2512,33.7132,30.17620000000003,34.326199999999965,31.638200000000005,35.788199999999996,4.149999999999934,4.149999999999993
P024+19,24.0133,18.5829,22.102883333333367,25.923716666666635,16.672483333333336,20.49331666666666,3.8208333333332725,3.820833333333327
P027+21,27.2233,21.1204,25.343300000000028,29.10329999999997,19.240400000000005,23.000399999999996,3.7599999999999403,3.759999999999994
P358+33,358.076,33.4183,356.30391666666674,359.8480833333333,31.64621666666667,35.19038333333333,3.54416666666661,3.5441666666666607
P003+31,3.23817,30.9533,1.3877533333333631,5.088586666666638,29.102883333333335,32.80371666666666,3.700833333333274,3.7008333333333274
P007+33,7.38525,33.4994,5.55400000000003,9.216499999999971,31.668150000000004,35.33065,3.6624999999999415,3.662499999999994
P343+23,343.116,23.2482,341.1489166666667,345.08308333333326,21.28111666666667,25.215283333333332,3.934166666666604,3.9341666666666604
P348+31,348.156,30.822,346.18391666666673,350.1280833333333,28.84991666666667,32.794083333333326,3.9441666666666038,3.94416666666666
P013+18,13.0926,18.4887,11.119683333333365,15.065516666666634,16.51578333333334,20.461616666666664,3.9458333333332702,3.945833333333327
P354+31,354.186,30.8744,352.2635,356.10849999999994,28.951900000000006,32.7969,3.844999999999939,3.8449999999999935
P029+29,29.1676,28.6671,27.487600000000025,30.847599999999975,26.987100000000005,30.347099999999998,3.3599999999999466,3.3599999999999945
P358+26,358.915,25.8956,357.10666666666674,360.7233333333333,24.08726666666667,27.70393333333333,3.616666666666609,3.616666666666661
P009+36,9.74076,36.0298,7.909510000000029,11.57200999999997,34.198550000000004,37.86105,3.6624999999999415,3.662499999999994
P028+24,28.2603,23.6393,26.36030000000003,30.16029999999997,21.7393,25.539299999999997,3.7999999999999394,3.7999999999999936
P032+36,32.176,36.2225,30.133500000000033,34.21849999999997,34.18,38.26499999999999,4.084999999999935,4.084999999999994
P024+21,24.4485,21.0967,22.553500000000028,26.34349999999997,19.201700000000002,22.991699999999994,3.7899999999999396,3.789999999999994
P010+21,10.5814,20.977,8.608483333333366,12.554316666666635,19.004083333333337,22.949916666666663,3.9458333333332702,3.945833333333327
P019+24,19.7855,23.5668,17.94300000000003,21.627999999999968,21.724300000000003,25.409299999999998,3.6849999999999414,3.684999999999994
P018+19,18.5522,18.536,16.61095000000003,20.493449999999967,16.594750000000005,20.477249999999998,3.882499999999938,3.8824999999999936
P019+36,19.3491,36.113,17.431183333333365,21.267016666666635,34.195083333333336,38.03091666666666,3.835833333333272,3.835833333333327
P024+26,24.8375,26.1202,22.97625000000003,26.69874999999997,24.258950000000002,27.98145,3.7224999999999406,3.722499999999994
P028+36,28.9676,36.1953,26.957183333333365,30.978016666666637,34.18488333333334,38.20571666666667,4.020833333333269,4.020833333333327
P006+31,6.25714,30.9796,4.429640000000029,8.08463999999997,29.152100000000004,32.8071,3.6549999999999416,3.654999999999994
P350+26,350.285,25.8204,348.41416666666674,352.1558333333333,23.94956666666667,27.69123333333333,3.741666666666607,3.7416666666666605
P344+28,344.992,28.2845,342.9690833333334,347.01491666666664,26.261583333333338,30.307416666666665,4.0458333333332686,4.045833333333327
P002+28,2.64292,28.4381,0.7687533333333634,4.517086666666637,26.563933333333335,30.312266666666662,3.7483333333332736,3.7483333333333273
P038+29,38.0208,28.7418,36.34455000000003,39.697049999999976,27.065550000000005,30.418049999999997,3.3524999999999467,3.3524999999999947
P351+31,351.171,30.8482,349.22433333333333,353.11766666666665,28.901533333333337,32.794866666666664,3.8933333333332714,3.893333333333327
P017+29,17.3713,28.566,15.610466666666696,19.132133333333307,26.80516666666667,30.32683333333333,3.5216666666666105,3.5216666666666607
P020+29,20.3191,28.5915,18.57951666666669,22.058683333333306,26.851916666666668,30.331083333333332,3.479166666666611,3.479166666666661
P022+34,22.9192,33.6338,20.940033333333364,24.898366666666636,31.654633333333337,35.612966666666665,3.9583333333332704,3.958333333333327
P335+26,335.914,25.6963,333.93358333333333,337.89441666666664,23.715883333333338,27.676716666666664,3.9608333333332704,3.9608333333333268
P338+26,338.787,25.7209,336.82908333333336,340.7449166666666,23.762983333333338,27.678816666666663,3.915833333333271,3.915833333333327
P354+23,354.389,23.3461,352.49233333333336,356.28566666666666,21.449433333333335,25.242766666666665,3.793333333333273,3.7933333333333272
P357+23,357.209,23.3707,355.3294166666667,359.0885833333333,21.49111666666667,25.25028333333333,3.759166666666607,3.7591666666666606
P342+28,342.053,28.2591,339.9271666666667,344.1788333333333,26.13326666666667,30.38493333333333,4.2516666666665985,4.25166666666666
P342+31,342.129,30.7698,340.1060833333334,344.15191666666664,28.746883333333336,32.792716666666664,4.0458333333332686,4.045833333333327
P339+31,339.116,30.7438,337.04516666666666,341.1868333333333,28.67296666666667,32.81463333333333,4.141666666666601,4.1416666666666595
P339+28,339.115,28.2338,337.01750000000004,341.2125,26.136300000000002,30.331299999999995,4.194999999999933,4.194999999999993
P336+28,336.177,28.2086,334.07450000000006,338.2795,26.106100000000005,30.311099999999996,4.204999999999933,4.204999999999993
P336+31,336.108,30.7179,334.0334166666667,338.1825833333333,28.64331666666667,32.79248333333333,4.1491666666666,4.14916666666666
P007+39,7.56236,38.5208,5.601526666666698,9.523193333333301,36.55996666666667,40.481633333333335,3.9216666666666042,3.92166666666666
P340+18,340.367,18.2043,338.29075000000006,342.44325,16.12805,20.280549999999998,4.152499999999934,4.152499999999994
P332+18,332.193,18.1342,330.09341666666666,334.2925833333333,16.034616666666672,20.233783333333328,4.1991666666666,4.19916666666666
P018+41,18.2552,41.1233,16.41270000000003,20.097699999999968,39.280800000000006,42.965799999999994,3.6849999999999414,3.684999999999994
P037+39,37.3956,38.7762,35.67810000000003,39.113099999999974,37.05870000000001,40.4937,3.4349999999999454,3.4349999999999943
P002+21,2.26652,20.9047,0.24485333333336534,4.288186666666634,18.883033333333334,22.926366666666663,4.043333333333269,4.043333333333327
P331+36,331.411,35.6977,329.3639166666667,333.4580833333333,33.650616666666664,37.74478333333333,4.0941666666666015,4.09416666666666
P021+41,21.6926,41.1529,19.886766666666695,23.498433333333303,39.34706666666667,42.958733333333335,3.611666666666609,3.6116666666666606
P038+41,38.9032,41.2986,37.25945000000002,40.546949999999974,39.65485,42.94235,3.2874999999999477,3.2874999999999948
P331+21,331.814,20.6411,329.70775000000003,333.92025,18.534850000000006,22.747349999999997,4.212499999999933,4.212499999999993
P025+41,25.1317,41.1824,23.360866666666695,26.902533333333302,39.41156666666667,42.95323333333333,3.54166666666661,3.5416666666666607
P342+33,342.581,33.2837,340.6818333333334,344.48016666666666,31.38453333333334,35.18286666666667,3.798333333333273,3.798333333333327
P333+33,333.295,33.2039,331.31375,335.27625,31.22265,35.18514999999999,3.962499999999937,3.9624999999999937
P345+33,345.678,33.3105,343.8059166666667,347.5500833333333,31.43841666666667,35.182583333333326,3.744166666666607,3.7441666666666604
P017+39,17.4949,38.6069,15.640733333333364,19.349066666666637,36.75273333333334,40.46106666666667,3.7083333333332744,3.7083333333333273
P344+36,344.168,35.8073,342.1746666666667,346.1613333333333,33.813966666666666,37.80063333333333,3.9866666666666033,3.98666666666666
P035+41,35.458,41.2698,33.784666666666695,37.1313333333333,39.596466666666664,42.94313333333333,3.3466666666666134,3.3466666666666613
P020+39,20.8091,38.6355,18.988266666666696,22.629933333333305,36.81466666666667,40.45633333333333,3.6416666666666084,3.641666666666661
P329+18,329.47,18.1111,327.45041666666674,331.4895833333333,16.09151666666667,20.13068333333333,4.039166666666603,4.03916666666666
P024+39,24.1232,38.6639,22.33528333333336,25.91111666666664,36.87598333333334,40.45181666666666,3.5758333333332764,3.5758333333333274
P334+21,334.579,20.6647,332.45275000000004,336.70525,18.538450000000005,22.790949999999995,4.252499999999932,4.252499999999993
P334+18,334.917,18.1575,332.832,337.00199999999995,16.0725,20.242499999999996,4.169999999999933,4.169999999999993
P340+21,340.113,20.7122,337.9571666666667,342.2688333333333,18.55636666666667,22.86803333333333,4.311666666666598,4.311666666666659
P340+36,340.977,35.7799,338.94825000000003,343.0057499999999,33.75115,37.80864999999999,4.057499999999935,4.057499999999993
P334+36,334.597,35.7249,332.51366666666667,336.6803333333333,33.64156666666667,37.80823333333333,4.1666666666666,4.16666666666666
P337+36,337.786,35.7523,335.72225000000003,339.84975,33.68855,37.81605,4.127499999999934,4.127499999999993
P339+33,339.485,33.257,337.56000000000006,341.40999999999997,31.332,35.181999999999995,3.849999999999939,3.849999999999994
P336+33,336.39,33.2304,334.4379166666667,338.3420833333333,31.278316666666672,35.18248333333333,3.9041666666666046,3.90416666666666
P353+18,353.999,18.3225,351.9098333333334,356.08816666666667,16.233333333333338,20.411666666666665,4.178333333333267,4.178333333333327
P353+21,353.956,20.8323,351.8968333333334,356.01516666666663,18.773133333333337,22.891466666666663,4.1183333333332675,4.118333333333327
P359+18,359.452,18.3701,357.3436666666667,361.5603333333333,16.26176666666667,20.47843333333333,4.216666666666599,4.21666666666666
P356+18,356.723,18.3462,354.63050000000004,358.8155,16.253700000000002,20.438699999999997,4.184999999999933,4.184999999999993
P330+33,330.202,33.1775,328.19408333333337,332.20991666666663,31.16958333333334,35.18541666666667,4.015833333333269,4.015833333333327
P356+21,356.725,20.8564,354.6695833333334,358.78041666666667,18.80098333333334,22.911816666666663,4.110833333333268,4.110833333333327
P333+31,333.094,30.6922,330.99150000000003,335.19649999999996,28.589700000000004,32.7947,4.204999999999933,4.204999999999993
P002+18,2.1779,18.3938,0.050816666666700705,4.3049833333333,16.266716666666667,20.52088333333333,4.254166666666599,4.254166666666659
P359+21,359.496,20.8805,357.4580833333333,361.53391666666664,18.842583333333337,22.918416666666666,4.075833333333269,4.0758333333333265
P330+31,330.084,30.6666,327.9544166666667,332.2135833333333,28.53701666666667,32.79618333333333,4.259166666666599,4.25916666666666
P333+28,333.24,28.1834,331.1104166666667,335.3695833333333,26.05381666666667,30.312983333333328,4.259166666666599,4.25916666666666
P330+28,330.303,28.1584,328.1821666666667,332.4238333333333,26.03756666666667,30.27923333333333,4.241666666666599,4.24166666666666
P345+23,345.935,23.2726,343.9866666666667,347.8833333333333,21.32426666666667,25.22093333333333,3.8966666666666048,3.8966666666666603
P348+23,348.752,23.2971,346.82075000000003,350.68325,21.365850000000002,25.22835,3.8624999999999385,3.8624999999999936
P351+18,351.269,18.2987,349.1644166666667,353.37358333333333,16.19411666666667,20.40328333333333,4.2091666666666,4.209166666666659
P351+21,351.186,20.8081,349.09683333333334,353.2751666666666,18.718933333333336,22.897266666666663,4.178333333333267,4.178333333333327
P007+41,7.95206,41.034,5.994143333333365,9.909976666666635,39.07608333333334,42.99191666666666,3.915833333333271,3.915833333333327
P011+41,11.3849,41.0638,9.466566666666697,13.303233333333303,39.14546666666667,42.98213333333333,3.8366666666666056,3.8366666666666602
P010+39,10.8719,38.5495,8.947316666666698,12.796483333333303,36.62491666666667,40.47408333333333,3.8491666666666053,3.8491666666666604
P014+41,14.8192,41.0939,12.939616666666698,16.698783333333303,39.21431666666667,42.97348333333333,3.759166666666607,3.7591666666666606
P014+39,14.1827,38.5783,12.29395000000003,16.07144999999997,36.689550000000004,40.46704999999999,3.77749999999994,3.7774999999999936
P036+24,36.7398,23.7109,34.779383333333364,38.70021666666664,21.750483333333335,25.671316666666662,3.9208333333332708,3.920833333333327
P351+33,351.875,33.3643,350.0541666666667,353.6958333333333,31.54346666666667,35.18513333333333,3.6416666666666084,3.641666666666661
P350+36,350.558,35.8627,348.6296666666667,352.4863333333333,33.93436666666667,37.791033333333324,3.856666666666605,3.8566666666666602
P353+36,353.749,35.8905,351.85441666666674,355.6435833333333,33.99591666666667,37.78508333333333,3.789166666666606,3.7891666666666604
P348+33,348.776,33.3373,346.92975,350.62225,31.49105,35.18355,3.6924999999999413,3.692499999999994
P347+36,347.361,35.835,345.4005833333334,349.3214166666666,33.874583333333334,37.79541666666667,3.9208333333332708,3.920833333333327
P007+21,7.80934,20.9529,5.820173333333365,9.798506666666635,18.963733333333337,22.942066666666662,3.97833333333327,3.978333333333327
P342+21,342.881,20.7361,340.74266666666665,345.0193333333333,18.597766666666672,22.87443333333333,4.276666666666599,4.276666666666659
P345+21,345.649,20.76,343.52775,347.77025,18.638750000000005,22.881249999999998,4.242499999999932,4.2424999999999935
P348+21,348.417,20.7841,346.31241666666665,350.5215833333333,18.679516666666668,22.88868333333333,4.2091666666666,4.209166666666659
P343+18,343.092,18.2278,341.0015833333334,345.1824166666666,16.137383333333336,20.31821666666666,4.180833333333267,4.180833333333327
P004+18,4.906,18.4176,2.7626666666667004,7.0493333333332995,16.27426666666667,20.56093333333333,4.286666666666599,4.28666666666666
P004+38,4.25415,38.492,2.2562333333333653,6.252066666666635,36.494083333333336,40.48991666666666,3.9958333333332696,3.995833333333327
P005+21,5.03954,20.9288,3.0349566666666985,7.044123333333301,18.92421666666667,22.933383333333328,4.009166666666602,4.00916666666666
P345+18,345.817,18.2515,343.71158333333335,347.92241666666666,16.146083333333337,20.356916666666663,4.210833333333266,4.210833333333326
P348+18,348.543,18.275,346.4234166666667,350.6625833333333,16.155416666666667,20.39458333333333,4.239166666666599,4.23916666666666
P001+41,1.09111,40.9743,-1.0197233333332996,3.2019433333332996,38.86346666666667,43.08513333333333,4.221666666666599,4.22166666666666
P000+38,0.947275,38.4632,-1.0885583333333009,2.9831083333333006,36.42736666666667,40.49903333333333,4.0716666666666015,4.07166666666666
P004+41,4.5208,41.0041,2.369133333333368,6.672466666666633,38.85243333333334,43.155766666666665,4.303333333333264,4.303333333333327
P007+18,7.63448,18.4413,5.629896666666699,9.6390633333333,16.43671666666667,20.445883333333327,4.009166666666602,4.00916666666666
P010+18,10.3633,18.465,8.374133333333365,12.352466666666636,16.475833333333338,20.454166666666662,3.97833333333327,3.978333333333327
P036+26,36.3746,26.2179,34.435433333333364,38.31376666666664,24.278733333333335,28.157066666666665,3.8783333333332717,3.878333333333327
P033+24,33.9151,23.6872,31.975933333333366,35.85426666666664,21.748033333333336,25.626366666666666,3.8783333333332717,3.878333333333327
P039+26,39.2604,26.242,37.29998333333336,41.220816666666636,24.281583333333337,28.202416666666664,3.9208333333332708,3.920833333333327
P7Hetdex11,168.316,47.4927,166.66808333333336,169.96391666666665,45.84478333333333,49.140616666666666,3.295833333333281,3.295833333333328
P182+55,182.572,54.7792,180.78408333333337,184.35991666666663,52.99128333333334,56.567116666666664,3.5758333333332764,3.5758333333333274
P159+52,159.89,52.1507,157.85875000000001,161.92124999999996,50.11945,54.18195,4.062499999999935,4.062499999999994
P31Hetdex19,193.771,47.4927,192.12308333333334,195.41891666666663,45.84478333333333,49.140616666666666,3.295833333333281,3.295833333333328
P184+57,184.23,57.2969,182.53208333333336,185.92791666666662,55.59898333333334,58.994816666666665,3.3958333333332793,3.3958333333333277
P152+45,152.604,44.5831,150.57608333333337,154.63191666666665,42.55518333333334,46.611016666666664,4.055833333333268,4.055833333333327
